wellName,datasetName,Formation,MD,DTc,DTs,E_DYN,G_DYN,K_DYN,Lame_K-G,M_K-G,PhiMac,PhiMic,PR,RHOZ,SSVE,SVEL,VPVS,ECGR,PEFZ
,,,m,us/ft,us/ft,Pa,Pa,Pa,Pa,Pa,v/v,v/v,,g/cm3,m/s,m/s,,gAPI,b/e
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5179.002,49.93982,86.37458,8.59E+10,3.44E+10,5.70E+10,3.41E+10,1.03E+11,0.03634843,0.007942762,0.2489155,2.734894,3528.842,6103.351,1.72957,24.2948,3.324337
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5179.1544,50.38337,87.12564,8.39E+10,3.36E+10,5.57E+10,3.33E+10,1.00E+11,0.03919806,0.006884192,0.2487842,2.723673,3498.407,6049.638,1.729254,23.49718,3.410414
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5179.3068,51.71799,86.76149,8.16E+10,3.33E+10,4.94E+10,2.71E+10,9.38E+10,0.03755224,0.005376877,0.2243482,2.712943,3513.083,5893.692,1.677653,25.6592,3.527583
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5179.4592,51.23903,89.52856,7.78E+10,3.10E+10,5.32E+10,3.26E+10,9.45E+10,0.03283786,0.004039837,0.2562998,2.695847,3404.667,5948.622,1.74731,28.75035,3.695739
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5179.6116,51.3265,90.58936,7.72E+10,3.05E+10,5.44E+10,3.41E+10,9.52E+10,0.02811401,0.004335288,0.2635978,2.673735,3364.651,5938.455,1.764961,29.02538,3.939485
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5179.764,51.24618,90.08478,7.68E+10,3.05E+10,5.35E+10,3.32E+10,9.42E+10,0.03420773,0.00322153,0.260781,2.669157,3383.485,5947.761,1.757882,23.46623,4.157007
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5179.9164,52.54272,90.90395,7.53E+10,3.01E+10,5.00E+10,2.99E+10,9.02E+10,0.04310522,0.001310403,0.2491429,2.672962,3353.004,5801.179,1.73013,15.95446,4.3853
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5180.0688,53.17705,92.82308,7.29E+10,2.90E+10,4.97E+10,3.04E+10,8.84E+10,0.05085774,0.000122984,0.2557202,2.687816,3283.736,5731.831,1.745539,12.78041,4.662091
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5180.2212,52.90172,93.11253,7.23E+10,2.87E+10,5.06E+10,3.15E+10,8.88E+10,0.05478473,0.000170562,0.2616701,2.694129,3273.459,5761.637,1.760108,12.0658,4.968019
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5180.3736,53.40359,93.12341,7.16E+10,2.85E+10,4.87E+10,2.97E+10,8.67E+10,0.05326927,0.00083999,0.2549838,2.696789,3273.076,5707.508,1.743775,14.03737,5.075269
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5180.526,53.69785,91.76734,7.45E+10,3.01E+10,4.77E+10,2.77E+10,8.78E+10,0.04604021,0.006340752,0.2396221,2.705334,3321.478,5676.212,1.708966,16.24211,4.881138
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5180.6784,53.57163,91.25835,7.48E+10,3.02E+10,4.74E+10,2.73E+10,8.77E+10,0.03995415,0.01078392,0.2370979,2.704446,3339.972,5689.58,1.703482,21.40843,4.41301
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5180.8308,53.02914,90.50985,7.64E+10,3.08E+10,4.87E+10,2.81E+10,8.98E+10,0.03704002,0.0128601,0.238651,2.706264,3367.6,5747.812,1.706796,27.65642,4.025599
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5180.9832,52.18839,90.00526,7.71E+10,3.09E+10,5.08E+10,3.01E+10,9.20E+10,0.03714067,0.01270149,0.2467444,2.70139,3386.473,5840.447,1.724636,31.30665,3.791714
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5181.1356,52.76049,90.24138,7.61E+10,3.07E+10,4.89E+10,2.84E+10,8.98E+10,0.03807187,0.0116904,0.240318,2.705122,3377.609,5777.087,1.710405,28.75154,3.746533
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5181.288,52.57552,89.85976,7.77E+10,3.13E+10,4.97E+10,2.89E+10,9.15E+10,0.03932556,0.01042839,0.239748,2.711278,3391.955,5797.38,1.709156,21.81977,3.721967
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5181.4404,52.49756,89.99551,7.76E+10,3.12E+10,5.02E+10,2.93E+10,9.18E+10,0.04003177,0.009069694,0.2421019,2.70844,3386.836,5805.985,1.71428,17.04781,3.699635
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5181.5928,53.31658,90.89697,7.54E+10,3.04E+10,4.79E+10,2.76E+10,8.85E+10,0.04193487,0.008218475,0.2377432,2.702931,3353.263,5716.865,1.704861,16.52861,3.760237
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5181.7452,53.75269,91.28349,7.41E+10,3.00E+10,4.66E+10,2.65E+10,8.66E+10,0.04629624,0.008499231,0.2345964,2.691096,3339.051,5670.429,1.698215,19.66595,3.861014
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5181.8976,54.53312,92.75716,7.16E+10,2.89E+10,4.52E+10,2.59E+10,8.38E+10,0.05372451,0.01054083,0.2358916,2.681563,3286.04,5589.318,1.70093,24.16982,3.928199
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5182.05,54.62232,91.54749,7.21E+10,2.95E+10,4.35E+10,2.39E+10,8.28E+10,0.0568503,0.009178812,0.2235818,2.673318,3329.451,5580.137,1.67601,27.41909,3.868668
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5182.2024,54.43946,91.79536,7.19E+10,2.93E+10,4.42E+10,2.47E+10,8.32E+10,0.05145787,0.006042146,0.2287349,2.663955,3320.431,5598.883,1.686194,29.31932,3.728099
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5182.3548,54.30242,92.5909,7.11E+10,2.87E+10,4.52E+10,2.61E+10,8.35E+10,0.04267419,0.002668602,0.2378464,2.666013,3291.911,5613.011,1.705099,29.15117,3.515865
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5182.5072,53.89067,91.26791,7.50E+10,3.04E+10,4.67E+10,2.64E+10,8.72E+10,0.03630352,0.000324342,0.2323548,2.68006,3339.654,5655.911,1.693571,41.08922,3.249515
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5182.6596,54.00018,90.89807,7.55E+10,3.07E+10,4.61E+10,2.56E+10,8.71E+10,0.0383848,1.32E-05,0.2272904,2.687153,3353.208,5644.428,1.683293,61.97959,3.080439
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5182.812,53.22309,91.27853,7.33E+10,2.95E+10,4.74E+10,2.78E+10,8.67E+10,0.04782763,0.000408444,0.2424129,2.671332,3339.233,5726.9,1.715042,70.53535,3.201589
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5182.9644,53.3951,91.51349,7.29E+10,2.93E+10,4.71E+10,2.75E+10,8.62E+10,0.05230067,0.00360963,0.2419259,2.6524,3330.657,5708.393,1.713894,58.42709,3.653784
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5183.1168,53.43239,91.81563,7.35E+10,2.95E+10,4.78E+10,2.81E+10,8.72E+10,0.05257838,0.008286661,0.2439477,2.647111,3319.698,5704.405,1.718351,34.77903,4.167124
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5183.2692,52.72333,91.68483,7.35E+10,2.93E+10,4.96E+10,3.00E+10,8.87E+10,0.05095784,0.01250443,0.2529638,2.652741,3324.433,5781.173,1.738994,23.59537,4.528845
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5183.4216,52.47782,91.41212,7.38E+10,2.94E+10,5.01E+10,3.04E+10,8.93E+10,0.05055377,0.01391309,0.2542132,2.655871,3334.351,5808.172,1.74192,21.27974,4.670297
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5183.574,52.95039,93.83395,7.07E+10,2.79E+10,5.05E+10,3.18E+10,8.77E+10,0.05137498,0.01280791,0.2663668,2.652729,3248.4,5756.356,1.772097,19.39797,4.720319
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5183.7264,53.24264,94.12025,7.07E+10,2.79E+10,5.01E+10,3.14E+10,8.73E+10,0.05011303,0.01198272,0.2647031,2.653382,3238.411,5724.742,1.767762,17.6547,4.710772
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5183.8788,53.35583,93.37785,7.12E+10,2.83E+10,4.90E+10,3.01E+10,8.67E+10,0.04786336,0.01049467,0.2576073,2.650143,3264.168,5712.591,1.750098,16.30027,4.714917
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5184.0312,52.94119,93.45824,7.11E+10,2.81E+10,5.01E+10,3.14E+10,8.76E+10,0.04611853,0.008225235,0.2637407,2.65426,3261.35,5757.35,1.765328,17.02786,4.709925
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5184.1836,52.69487,94.07028,7.09E+10,2.79E+10,5.17E+10,3.31E+10,8.89E+10,0.04659095,0.0061216,0.2713577,2.654466,3240.138,5784.25,1.785193,17.19472,4.800205
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5184.336,53.39486,94.33617,7.04E+10,2.78E+10,4.98E+10,3.12E+10,8.69E+10,0.05134682,0.008434265,0.2643082,2.655791,3230.999,5708.465,1.766778,16.89595,4.922777
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5184.4884,53.07913,94.30705,7.05E+10,2.78E+10,5.07E+10,3.21E+10,8.77E+10,0.05637125,0.0107348,0.2681684,2.646703,3231.996,5742.382,1.776729,16.43921,5.066498
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5184.6408,53.61816,94.63467,6.94E+10,2.75E+10,4.89E+10,3.06E+10,8.56E+10,0.05789331,0.01345241,0.2636068,2.640904,3220.809,5684.672,1.764981,16.26361,5.107348
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5184.7932,53.7665,94.97968,6.88E+10,2.72E+10,4.86E+10,3.05E+10,8.49E+10,0.05491024,0.01647363,0.2642173,2.640507,3209.109,5668.958,1.766521,16.45889,5.055247
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5184.9456,54.21442,94.85611,6.85E+10,2.72E+10,4.70E+10,2.89E+10,8.34E+10,0.04930046,0.01883802,0.2574254,2.641964,3213.288,5622.139,1.749654,16.49047,4.997653
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5185.098,54.0714,94.48009,6.93E+10,2.76E+10,4.74E+10,2.90E+10,8.42E+10,0.04253926,0.01704101,0.2564693,2.63896,3226.079,5636.993,1.747321,16.73708,4.993439
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5185.2504,53.96573,94.45042,6.94E+10,2.76E+10,4.78E+10,2.94E+10,8.46E+10,0.04060364,0.01647368,0.2576548,2.630095,3227.09,5648.029,1.750193,18.46193,5.105319
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5185.4028,53.02066,94.01901,7.03E+10,2.78E+10,5.03E+10,3.18E+10,8.73E+10,0.03902888,0.01613658,0.2668306,2.640972,3241.901,5748.792,1.773273,20.46087,5.212349
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5185.5552,52.42521,93.3295,7.12E+10,2.80E+10,5.15E+10,3.28E+10,8.88E+10,0.03607295,0.01559439,0.2695067,2.668938,3265.857,5814.029,1.780244,24.2397,5.215247
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5185.7076,52.06988,92.93207,7.39E+10,2.91E+10,5.39E+10,3.45E+10,9.26E+10,0.03345376,0.01536725,0.2712043,2.691298,3279.818,5853.684,1.784758,27.4132,4.997246
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5185.86,51.93625,91.86546,7.59E+10,3.00E+10,5.38E+10,3.39E+10,9.38E+10,0.03261676,0.01486449,0.2651069,2.688787,3317.917,5868.734,1.76881,32.2041,4.698201
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5186.0124,51.77262,90.741,7.60E+10,3.02E+10,5.25E+10,3.24E+10,9.27E+10,0.03112358,0.01692008,0.2586679,2.676092,3359.034,5887.284,1.752681,33.53823,4.489169
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5186.1648,51.7994,90.82532,7.61E+10,3.02E+10,5.26E+10,3.25E+10,9.29E+10,0.02840535,0.02489243,0.2589697,2.670369,3355.893,5884.238,1.753405,32.61754,4.478469
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5186.3172,51.90419,90.70305,7.61E+10,3.03E+10,5.21E+10,3.19E+10,9.25E+10,0.02473404,0.03843529,0.2565466,2.674196,3360.416,5872.358,1.74751,28.19771,4.519497
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5186.4696,52.37616,90.33121,7.64E+10,3.06E+10,5.03E+10,2.98E+10,9.11E+10,0.02115774,0.0532945,0.2467554,2.671865,3374.252,5819.464,1.724672,23.56974,4.4977
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5186.622,52.78817,90.48444,7.50E+10,3.02E+10,4.85E+10,2.83E+10,8.88E+10,0.02456678,0.04508316,0.2420213,2.656757,3368.536,5774.038,1.714108,18.90726,4.440964
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5186.7744,52.97041,90.5392,7.37E+10,2.97E+10,4.72E+10,2.74E+10,8.69E+10,0.02671236,0.0257962,0.2397869,2.643002,3366.498,5754.158,1.709242,17.8543,4.405944
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5186.9268,53.07519,91.49911,7.19E+10,2.88E+10,4.73E+10,2.80E+10,8.57E+10,0.02817485,0.0087037,0.2464439,2.646591,3331.198,5742.797,1.723951,21.79599,4.43393
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5187.0792,53.12672,91.44608,7.48E+10,3.00E+10,4.89E+10,2.89E+10,8.90E+10,0.03007151,0.000355893,0.2452633,2.663225,3333.112,5737.227,1.721283,26.4022,4.521224
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5187.2316,52.82962,92.92501,7.30E+10,2.89E+10,5.09E+10,3.17E+10,8.95E+10,0.03360491,1.20E-05,0.2611772,2.671053,3280.106,5769.5,1.758967,28.49179,4.657279
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5187.384,52.96853,93.66232,7.14E+10,2.82E+10,5.06E+10,3.18E+10,8.83E+10,0.0358429,5.01E-06,0.2648982,2.672791,3254.252,5754.362,1.768262,24.89643,4.793267
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5187.5364,53.69212,94.76025,6.97E+10,2.76E+10,4.91E+10,3.08E+10,8.59E+10,0.03858307,2.80E-06,0.2635726,2.659053,3216.558,5676.86,1.764884,20.93708,4.825412
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5187.6888,54.09587,94.09609,6.96E+10,2.78E+10,4.70E+10,2.85E+10,8.40E+10,0.04213624,0.000334235,0.2531479,2.648054,3239.251,5634.454,1.73944,17.08687,4.777583
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5187.8412,54.37421,93.85511,6.71E+10,2.69E+10,4.43E+10,2.63E+10,8.01E+10,0.04832561,0.000960877,0.2473958,2.618904,3247.56,5605.606,1.726099,14.58812,4.623029
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5187.9936,54.1173,94.60108,6.88E+10,2.74E+10,4.71E+10,2.89E+10,8.36E+10,0.06065072,0.00144302,0.2567684,2.616159,3221.961,5632.218,1.748081,12.81431,4.458147
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5188.146,54.64478,97.05903,6.59E+10,2.60E+10,4.74E+10,3.00E+10,8.20E+10,0.07485862,0.000561436,0.267937,2.610073,3140.458,5577.871,1.776168,11.40506,4.379389
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5188.2984,55.36144,97.64345,6.48E+10,2.57E+10,4.56E+10,2.85E+10,7.98E+10,0.08580261,0.002736818,0.2631208,2.603165,3121.565,5505.681,1.763753,11.21367,4.569007
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5188.4508,55.29243,97.12576,6.44E+10,2.55E+10,4.48E+10,2.77E+10,7.88E+10,0.08527368,0.005970605,0.2602576,2.59101,3138.205,5512.51,1.756583,11.13408,4.913419
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5188.6032,55.73059,98.14587,6.25E+10,2.47E+10,4.38E+10,2.73E+10,7.68E+10,0.0733695,0.009086343,0.2620611,2.597886,3105.599,5469.186,1.761075,11.17839,5.233446
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5188.7556,55.45528,98.97285,6.34E+10,2.50E+10,4.62E+10,2.96E+10,7.95E+10,0.05902972,0.01215893,0.2711837,2.624418,3079.642,5496.329,1.784739,11.42277,5.38395
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5188.908,55.79385,98.13953,6.56E+10,2.60E+10,4.58E+10,2.84E+10,8.04E+10,0.05063332,0.01487602,0.2612028,2.649832,3105.794,5462.979,1.758975,11.67164,5.420816
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5189.0604,55.50964,98.12174,6.48E+10,2.56E+10,4.59E+10,2.88E+10,8.01E+10,0.0471034,0.01404714,0.2646594,2.651471,3106.345,5490.946,1.767655,11.98383,5.420583
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5189.2128,54.72747,97.70612,6.52E+10,2.56E+10,4.75E+10,3.04E+10,8.17E+10,0.04464738,0.01159697,0.2714121,2.646339,3119.562,5569.471,1.785334,12.00478,5.480092
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5189.3652,55.34807,95.43701,6.63E+10,2.66E+10,4.36E+10,2.59E+10,7.91E+10,0.04136142,0.009280428,0.2465097,2.655796,3193.817,5507.008,1.724343,12.65575,5.477795
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5189.5176,53.66831,94.28339,7.28E+10,2.89E+10,5.07E+10,3.14E+10,8.92E+10,0.03745402,0.008440992,0.2603236,2.705142,3232.827,5679.61,1.756836,13.80403,5.306569
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5189.67,52.86178,92.7202,7.55E+10,3.00E+10,5.23E+10,3.23E+10,9.23E+10,0.03696425,0.007211003,0.2592151,2.742749,3287.353,5766.034,1.754009,15.44457,4.831426
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5189.8224,52.45278,92.59953,7.49E+10,2.96E+10,5.28E+10,3.31E+10,9.24E+10,0.03937946,0.007184835,0.2637697,2.748083,3291.594,5810.956,1.765393,15.54348,4.287508
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5189.9748,51.39098,91.46978,7.65E+10,3.01E+10,5.53E+10,3.52E+10,9.54E+10,0.04200806,0.007022539,0.2693701,2.730186,3332.273,5931.119,1.779894,15.42877,3.882388
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5190.1272,51.08051,89.12859,8.02E+10,3.19E+10,5.46E+10,3.34E+10,9.72E+10,0.04196023,0.006878465,0.255409,2.73052,3419.885,5967.059,1.744856,14.34071,3.711467
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5190.2796,50.16923,88.06224,8.34E+10,3.31E+10,5.79E+10,3.58E+10,1.02E+11,0.03623874,0.008638312,0.2597416,2.74545,3461.208,6075.53,1.755314,14.70734,3.566137
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5190.432,49.79371,86.8195,8.56E+10,3.41E+10,5.82E+10,3.55E+10,1.04E+11,0.03596272,0.008723658,0.2549062,2.749182,3510.763,6121.269,1.74358,14.47372,3.418395
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5190.5844,50.46032,88.69513,8.19E+10,3.25E+10,5.71E+10,3.54E+10,1.00E+11,0.03159552,0.01045321,0.2607072,2.741309,3436.575,6040.447,1.75771,15.17955,3.213223
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5190.7368,51.49329,90.02053,7.91E+10,3.15E+10,5.42E+10,3.33E+10,9.62E+10,0.03243157,0.01203131,0.2568341,2.730877,3385.927,5919.333,1.748209,17.67197,3.05928
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5190.8892,51.54077,90.20197,7.84E+10,3.12E+10,5.39E+10,3.31E+10,9.55E+10,0.04296563,0.0115459,0.2576205,2.698196,3379.084,5913.766,1.750109,20.92646,3.061958
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5191.0416,54.17499,91.35744,7.25E+10,2.95E+10,4.46E+10,2.49E+10,8.40E+10,0.06144157,0.007237473,0.2287481,2.648093,3336.372,5626.905,1.686494,20.53102,3.313737
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5191.194,55.35773,94.53774,6.62E+10,2.67E+10,4.23E+10,2.45E+10,7.78E+10,0.07407234,0.00803203,0.2390687,2.591337,3224.289,5506.106,1.707738,16.09489,3.773008
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5191.3464,56.76048,96.97855,6.22E+10,2.51E+10,3.98E+10,2.31E+10,7.33E+10,0.07834986,0.005534098,0.2394708,2.564904,3143.051,5370.085,1.708558,10.85995,4.128485
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5191.4988,57.60225,98.70854,6.11E+10,2.46E+10,3.95E+10,2.31E+10,7.23E+10,0.07186933,0.002229769,0.2418004,2.560096,3087.92,5291.507,1.71362,8.27715,4.349939
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5191.6512,57.62589,99.31731,5.97E+10,2.39E+10,3.92E+10,2.32E+10,7.11E+10,0.05706061,0.000104327,0.2462412,2.557114,3068.956,5289.29,1.723484,7.562272,4.535627
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5191.8036,57.30749,100.0599,6.03E+10,2.40E+10,4.12E+10,2.52E+10,7.32E+10,0.04145288,3.04E-06,0.2559155,2.56089,3046.184,5318.685,1.746024,6.931739,4.780697
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5191.956,58.43628,101.1463,5.86E+10,2.35E+10,3.90E+10,2.34E+10,7.03E+10,0.0532399,2.72E-06,0.2494916,2.567732,3013.474,5216.042,1.730898,7.086985,5.015657
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5192.1084,57.8624,102.1729,5.82E+10,2.30E+10,4.11E+10,2.57E+10,7.18E+10,0.07195134,0.000936426,0.2639013,2.581466,2983.193,5267.702,1.76581,7.0675,5.107969
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5192.2608,57.87064,102.0019,5.87E+10,2.33E+10,4.12E+10,2.57E+10,7.22E+10,0.08598627,0.003206383,0.2626617,2.58507,2988.18,5266.919,1.762585,7.313088,5.097896
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5192.4132,56.90925,102.3149,5.91E+10,2.32E+10,4.40E+10,2.85E+10,7.49E+10,0.08984713,0.005515313,0.2759956,2.581669,2979.039,5355.97,1.797891,7.605433,5.053338
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5192.5656,56.7592,102.4423,5.84E+10,2.28E+10,4.39E+10,2.87E+10,7.44E+10,0.08413044,0.004789317,0.2785165,2.568567,2975.335,5370.055,1.804858,7.820359,5.112254
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5192.718,57.49251,102.7654,5.68E+10,2.23E+10,4.15E+10,2.67E+10,7.13E+10,0.0836746,0.03339409,0.2722065,2.559157,2965.98,5301.604,1.787468,8.43276,5.242694
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5192.8704,57.22799,102.9804,5.70E+10,2.23E+10,4.25E+10,2.77E+10,7.23E+10,0.08409489,0.06773245,0.2765949,2.559006,2959.787,5326.073,1.799479,8.276605,5.447188
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5193.0228,58.20645,104.2286,5.60E+10,2.20E+10,4.12E+10,2.65E+10,7.05E+10,0.0883642,0.07913282,0.273398,2.57532,2924.36,5236.607,1.790679,7.845354,5.671891
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5193.1752,57.98623,104.4793,5.64E+10,2.21E+10,4.23E+10,2.75E+10,7.17E+10,0.0957293,0.05918536,0.277426,2.590409,2917.324,5256.426,1.801798,7.562463,5.878871
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5193.3276,57.92921,105.2212,5.57E+10,2.17E+10,4.27E+10,2.82E+10,7.17E+10,0.1010593,0.0205597,0.2825308,2.587733,2896.761,5261.594,1.816377,7.703547,5.955218
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5193.48,59.35162,106.3758,5.40E+10,2.12E+10,3.98E+10,2.57E+10,6.81E+10,0.1108504,0.004456614,0.2739904,2.573293,2865.33,5135.648,1.792328,8.36536,5.934005
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5193.6324,59.83797,106.4013,5.24E+10,2.07E+10,3.78E+10,2.40E+10,6.53E+10,0.1174588,0.0001729,0.268713,2.560782,2864.627,5093.768,1.778161,8.434636,5.857389
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5193.7848,60.3094,106.9918,5.28E+10,2.08E+10,3.78E+10,2.39E+10,6.56E+10,0.122623,2.83E-06,0.267144,2.557097,2848.821,5053.953,1.77405,8.576604,5.720139
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5193.9372,61.18972,107.039,5.22E+10,2.08E+10,3.58E+10,2.20E+10,6.35E+10,0.1273067,2.71E-06,0.2572765,2.545998,2847.561,4981.278,1.749314,8.045817,5.456339
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5194.0896,62.08073,109.0804,4.98E+10,1.97E+10,3.46E+10,2.15E+10,6.09E+10,0.1310897,2.71E-06,0.2604521,2.52456,2794.319,4909.782,1.757067,7.872366,5.162848
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5194.242,62.8077,109.6316,4.86E+10,1.93E+10,3.31E+10,2.03E+10,5.89E+10,0.1403061,0.003214221,0.2557164,2.500944,2780.223,4852.937,1.745518,7.279884,4.965342
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5194.3944,64.32211,110.3944,4.73E+10,1.90E+10,3.07E+10,1.80E+10,5.61E+10,0.1510779,0.006891622,0.2429985,2.487635,2761.016,4738.773,1.716305,8.06037,4.876917
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5194.5468,64.03848,110.5093,4.66E+10,1.87E+10,3.08E+10,1.83E+10,5.57E+10,0.1522209,0.009412742,0.2472091,2.468154,2758.139,4759.646,1.725674,8.574792,4.855385
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5194.6992,62.31184,109.9214,4.70E+10,1.86E+10,3.31E+10,2.07E+10,5.79E+10,0.137944,0.009528751,0.2632236,2.455705,2772.894,4891.708,1.764106,9.735543,4.837492
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5194.8516,60.26676,107.5231,4.98E+10,1.96E+10,3.62E+10,2.32E+10,6.24E+10,0.1086056,0.006304218,0.2709687,2.47329,2834.806,5057.776,1.78415,11.37187,4.781847
