wellName,datasetName,Formation,MD,DTc,DTs,E_DYN,G_DYN,K_DYN,Lame_K-G,M_K-G,PhiMac,PhiMic,PR,RHOB,SSVE,SVEL,VPVS,ECGR,PEFZ
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5488.9624,66.05301,114.9133,4.26E+10,1.70E+10,2.88E+10,1.74E+10,5.14E+10,0.128171,0.00422733,0.2532788,2.413835,2652.438,4614.515,1.739723,14.45832,5.368551
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5489.1148,65.09126,113.4038,4.37E+10,1.74E+10,2.97E+10,1.81E+10,5.29E+10,0.1481476,0.006830075,0.2543437,2.413294,2687.844,4682.851,1.74223,13.55755,5.228903
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5489.2672,64.88023,112.611,4.44E+10,1.77E+10,2.98E+10,1.80E+10,5.34E+10,0.1650321,0.008302766,0.2515536,2.420975,2706.673,4697.892,1.735677,15.23106,5.18428
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5489.4196,65.92709,112.5859,4.41E+10,1.78E+10,2.82E+10,1.63E+10,5.20E+10,0.1767393,0.009661973,0.2390251,2.43073,2707.266,4623.564,1.707831,15.84169,5.191831
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5489.572,65.2645,112.0613,4.49E+10,1.81E+10,2.92E+10,1.71E+10,5.32E+10,0.1798253,0.01231711,0.2433388,2.440935,2719.954,4670.432,1.717083,15.8873,5.258921
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5489.7244,63.49999,111.0136,4.66E+10,1.85E+10,3.20E+10,1.96E+10,5.67E+10,0.1747546,0.0133961,0.2568099,2.459831,2745.654,4800.652,1.748402,14.0766,5.414297
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5489.8768,62.11709,108.2536,4.95E+10,1.97E+10,3.36E+10,2.04E+10,5.99E+10,0.1618378,0.01226881,0.254517,2.486085,2815.962,4907.165,1.742689,13.78883,5.615157
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5490.0292,60.94291,106.7532,5.16E+10,2.05E+10,3.56E+10,2.19E+10,6.29E+10,0.1434001,0.01032901,0.2582683,2.514887,2855.232,5001.67,1.751733,13.6183,5.837349
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5490.1816,61.10578,103.8316,5.41E+10,2.19E+10,3.40E+10,1.94E+10,6.32E+10,0.1245667,0.01054198,0.2346287,2.540193,2935.984,4988.168,1.699301,14.47833,6.084047
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5490.334,58.19737,101.3362,5.85E+10,2.33E+10,3.97E+10,2.42E+10,7.09E+10,0.1091775,0.01148625,0.2537523,2.577783,3008.045,5240.492,1.741923,15.71953,6.533141
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5490.4864,55.97454,100.3525,6.17E+10,2.42E+10,4.56E+10,2.95E+10,7.79E+10,0.09514801,0.01295411,0.2741019,2.625996,3037.315,5446.258,1.793067,20.3068,7.150731
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5490.6388,55.1288,99.25639,6.43E+10,2.52E+10,4.81E+10,3.13E+10,8.17E+10,0.07937733,0.01185748,0.2769441,2.671413,3070.904,5528.976,1.800442,27.81161,7.639279
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5490.7912,54.28992,97.97287,6.68E+10,2.61E+10,5.02E+10,3.28E+10,8.50E+10,0.0611266,0.009122093,0.278437,2.69742,3111.149,5614.532,1.804638,36.66674,7.629177
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5490.9436,55.91526,100.7879,6.27E+10,2.46E+10,4.70E+10,3.07E+10,7.98E+10,0.04240075,0.01148647,0.2776906,2.682566,3024.833,5452.432,1.802534,43.5389,7.229243
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5491.096,61.84082,103.2486,5.57E+10,2.29E+10,3.37E+10,1.84E+10,6.41E+10,0.04454336,0.01495825,0.2189247,2.621357,2952.297,4938.481,1.672245,47.1286,6.851089
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5491.2484,71.56155,107.0267,4.53E+10,2.07E+10,1.92E+10,5.43E+09,4.68E+10,0.0618245,0.01522268,0.09172329,2.547361,2848.554,4274.335,1.499467,43.91174,6.690241
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5491.4008,77.51993,110.3858,3.89E+10,1.92E+10,1.34E+10,5.96E+08,3.89E+10,0.08599073,0.01439374,0.01290891,2.512725,2761.579,3934.414,1.424467,34.69587,6.504942
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5491.5532,88.14729,111.6183,2.42E+10,1.90E+10,5.39E+09,-7.25E+09,3.07E+10,0.1070393,0.01486733,-9999,2.542068,2730.759,3469.042,-9999,24.69201,5.967948
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5491.7056,74.70567,113.3987,3.94E+10,1.86E+10,1.92E+10,6.79E+09,4.40E+10,0.111722,0.01767957,-9999,2.574306,2687.994,4116.76,-9999,21.41197,5.285379
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5491.858,64.23187,112.3734,4.82E+10,1.92E+10,3.36E+10,2.08E+10,5.91E+10,0.110192,0.01860479,0.2552018,2.605499,2712.496,4757.075,1.753305,23.93115,4.703718
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5492.0104,56.46262,108.2427,5.50E+10,2.09E+10,4.95E+10,3.56E+10,7.74E+10,0.1036328,0.01686414,0.312568,2.636515,2816.7,5412.257,1.920434,27.25703,4.445507
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5492.1628,52.18098,103.2917,6.21E+10,2.34E+10,6.05E+10,4.49E+10,9.17E+10,0.09776875,0.01404233,0.3287062,2.679996,2951.898,5845.087,1.979855,25.72474,4.36643
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5492.3152,49.84053,100.7708,6.62E+10,2.47E+10,6.82E+10,5.17E+10,1.01E+11,0.09329664,0.01181822,0.3380707,2.702859,3024.854,6117.07,2.022142,22.3103,4.372432
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5492.4676,48.87405,97.32404,7.03E+10,2.64E+10,6.94E+10,5.18E+10,1.05E+11,0.08251453,0.01165444,0.3312782,2.690643,3132.512,6236.638,1.991217,20.31867,4.45638
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5492.62,50.58298,95.91577,7.01E+10,2.68E+10,6.08E+10,4.29E+10,9.65E+10,0.07660339,0.01565302,0.3070434,2.655982,3177.827,6027.629,1.896919,26.36905,4.600643
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5492.7724,53.51496,95.61642,6.74E+10,2.65E+10,4.94E+10,3.18E+10,8.48E+10,0.07846312,0.019641,0.2714476,2.607842,3187.738,5698.58,1.787686,35.29763,4.788113
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5492.9248,56.07901,96.6273,6.35E+10,2.55E+10,4.18E+10,2.48E+10,7.58E+10,0.08904622,0.01966436,0.2459383,2.56157,3154.48,5436.859,1.723423,37.15019,4.957264
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5493.0772,58.93337,98.99211,5.90E+10,2.40E+10,3.59E+10,1.98E+10,6.79E+10,0.1060025,0.01537139,0.2254647,2.535699,3079.372,5174.008,1.680045,29.19036,5.046832
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5493.2296,60.82502,100.8787,5.63E+10,2.32E+10,3.29E+10,1.74E+10,6.38E+10,0.1227944,0.010237,0.2143916,2.539107,3021.586,5011.668,1.658577,18.8406,5.039144
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5493.382,61.11423,101.4814,5.62E+10,2.31E+10,3.29E+10,1.75E+10,6.37E+10,0.1287823,0.00531741,0.2154704,2.562013,3003.512,4987.384,1.660521,14.78501,4.92992
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5493.5344,60.34375,101.6033,5.70E+10,2.32E+10,3.49E+10,1.94E+10,6.59E+10,0.1198435,0.002986253,0.2274618,2.581218,2999.902,5051.249,1.683807,15.39621,4.877022
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5493.6868,59.58668,102.2393,5.72E+10,2.30E+10,3.71E+10,2.17E+10,6.77E+10,0.1015554,0.001892148,0.2427103,2.588129,2981.265,5115.349,1.715869,14.80862,4.930661
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5493.8392,59.49199,102.3286,5.71E+10,2.30E+10,3.73E+10,2.20E+10,6.79E+10,0.08321928,0.001961425,0.2447069,2.587138,2978.64,5123.38,1.72004,14.43946,5.036856
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5493.9916,59.58625,101.0037,5.82E+10,2.36E+10,3.63E+10,2.06E+10,6.78E+10,0.0764368,0.005894075,0.2329984,2.590142,3017.828,5115.277,1.695091,13.78701,5.035192
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5494.144,59.48975,99.78877,5.94E+10,2.42E+10,3.59E+10,1.97E+10,6.82E+10,0.0802613,0.01208916,0.2242917,2.59816,3054.512,5123.58,1.677406,15.74055,4.944376
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5494.2964,58.57517,99.18325,6.07E+10,2.46E+10,3.78E+10,2.14E+10,7.06E+10,0.08303344,0.01311124,0.2321711,2.607115,3073.113,5203.865,1.69334,17.244,4.842062
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5494.4488,56.65766,100.5156,6.11E+10,2.41E+10,4.38E+10,2.77E+10,7.59E+10,0.08074342,0.01378022,0.2665769,2.621296,3032.51,5380.798,1.774629,19.44304,4.681569
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5494.6012,56.30775,100.9723,6.12E+10,2.40E+10,4.52E+10,2.92E+10,7.73E+10,0.0743518,0.01523815,0.2743287,2.636445,3018.652,5413.138,1.793229,24.4234,4.439709
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5494.7536,58.37976,101.5787,5.93E+10,2.37E+10,4.01E+10,2.44E+10,7.17E+10,0.06813334,0.01046201,0.2531985,2.626904,3000.651,5222.542,1.740399,34.10772,4.25621
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5494.906,61.77694,102.7032,5.50E+10,2.26E+10,3.25E+10,1.74E+10,6.27E+10,0.08743517,0.004949066,0.2161434,2.568562,2967.839,4936.522,1.663193,42.93216,4.374465
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5495.0584,65.08228,103.8649,5.06E+10,2.15E+10,2.62E+10,1.18E+10,5.48E+10,0.1125962,0.004422592,0.1764196,2.4953,2934.635,4685.123,1.596384,42.32696,4.634907
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5495.2108,66.77164,104.3535,4.82E+10,2.09E+10,2.32E+10,9.26E+09,5.11E+10,0.1385845,0.004062952,0.1532899,2.449679,2920.846,4565.091,1.562922,33.7743,4.883022
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5495.3632,65.27101,104.8183,4.92E+10,2.08E+10,2.59E+10,1.21E+10,5.37E+10,0.1598104,0.001690118,0.1828834,2.459371,2907.898,4670.514,1.60619,26.01876,4.926642
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5495.5156,62.89303,105.6025,5.10E+10,2.08E+10,3.10E+10,1.71E+10,5.88E+10,0.1625122,0.001182166,0.2246296,2.501746,2886.326,4847.451,1.679549,24.06809,4.891934
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5495.668,59.69152,105.6979,5.37E+10,2.12E+10,3.83E+10,2.42E+10,6.66E+10,0.1471211,0.004333403,0.265367,2.550419,2883.691,5108.713,1.771577,26.00414,4.818459
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5495.8204,56.97162,105.7902,5.57E+10,2.15E+10,4.56E+10,3.12E+10,7.42E+10,0.1288088,0.002908451,0.2954927,2.590385,2881.175,5351.654,1.857471,26.17036,4.711028
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5495.9728,56.0879,105.3564,5.68E+10,2.18E+10,4.79E+10,3.34E+10,7.70E+10,0.1107611,0.00057833,0.302248,2.607706,2893.054,5434.392,1.878425,25.28584,4.612773
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5496.1252,56.31208,103.614,5.84E+10,2.26E+10,4.64E+10,3.13E+10,7.66E+10,0.09561993,0.001235197,0.2902803,2.613253,2941.856,5412.733,1.840047,23.54326,4.447981
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5496.2776,56.98957,101.7589,5.94E+10,2.34E+10,4.34E+10,2.78E+10,7.45E+10,0.08957456,0.005162506,0.271322,2.604929,2995.459,5348.487,1.785681,26.16581,4.276051
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5496.43,58.68386,101.1401,5.85E+10,2.35E+10,3.85E+10,2.28E+10,6.97E+10,0.08561735,0.01034115,0.2460051,2.583858,3013.646,5194.789,1.723788,32.48507,4.169614
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5496.5824,62.30973,100.8625,5.52E+10,2.32E+10,3.00E+10,1.45E+10,6.09E+10,0.08393248,0.01514806,0.1902773,2.540952,3021.939,4894.913,1.619837,40.98377,4.232836
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5496.7348,64.90776,100.5468,5.29E+10,2.31E+10,2.47E+10,9.29E+09,5.56E+10,0.07923141,0.01803061,0.1422372,2.518688,3031.43,4696.786,1.549393,46.68708,4.197569
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5496.8872,65.24331,100.1001,5.31E+10,2.35E+10,2.40E+10,8.31E+09,5.52E+10,0.07273982,0.01790259,0.1306962,2.531411,3044.964,4671.755,1.534261,49.02251,4.017963
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5497.0396,63.68367,100.2566,5.52E+10,2.38E+10,2.72E+10,1.14E+10,5.89E+10,0.07578289,0.01433542,0.1613923,2.57161,3040.203,4786.86,1.574544,49.6029,3.845006
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5497.192,59.8237,100.389,5.84E+10,2.39E+10,3.56E+10,1.96E+10,6.74E+10,0.08668526,0.01175509,0.2234501,2.590742,3036.188,5098.87,1.679382,48.20204,4.045423
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5497.3444,58.24342,100.3859,5.94E+10,2.39E+10,3.91E+10,2.32E+10,7.09E+10,0.09012806,0.00577925,0.2462313,2.587117,3036.283,5233.418,1.723626,40.92922,4.443674
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5497.4968,58.03549,99.97001,5.98E+10,2.40E+10,3.92E+10,2.32E+10,7.12E+10,0.08549425,0.001006001,0.2458303,2.5817,3048.926,5251.959,1.722566,30.88207,4.798912
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5497.6492,56.96173,100.6261,6.01E+10,2.38E+10,4.25E+10,2.67E+10,7.43E+10,0.07827345,6.88E-05,0.2640348,2.592546,3029.076,5351.387,1.766752,20.41971,4.935724
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5497.8016,56.63323,101.2128,6.03E+10,2.37E+10,4.41E+10,2.83E+10,7.57E+10,0.07674146,1.02E-05,0.2720906,2.613513,3011.488,5382.002,1.787166,17.64364,4.888403
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5497.954,56.45751,100.727,6.13E+10,2.41E+10,4.46E+10,2.85E+10,7.67E+10,0.07670143,3.72E-06,0.2709619,2.631633,3026.024,5398.76,1.784117,18.77964,4.707054
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5498.1064,56.16822,98.70473,6.36E+10,2.52E+10,4.42E+10,2.74E+10,7.79E+10,0.07773484,5.44E-06,0.2604559,2.643929,3088.26,5426.586,1.757279,22.83953,4.480557
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5498.2588,55.37256,96.97561,6.59E+10,2.62E+10,4.54E+10,2.79E+10,8.03E+10,0.0744615,0.00054411,0.2581218,2.650681,3143.188,5504.76,1.75133,26.78252,4.30218
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5498.4112,54.58744,95.92089,6.78E+10,2.69E+10,4.72E+10,2.92E+10,8.30E+10,0.06343067,0.00129563,0.2605081,2.661988,3177.664,5583.872,1.757214,31.30411,4.018828
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5498.5636,53.57276,95.33538,6.91E+10,2.72E+10,4.99E+10,3.18E+10,8.62E+10,0.04553929,0.000748011,0.2692149,2.663372,3197.16,5689.806,1.779629,34.43864,3.673121
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5498.716,53.20358,92.28906,7.24E+10,2.89E+10,4.84E+10,2.91E+10,8.70E+10,0.03997853,0.000210228,0.2507613,2.651575,3303.432,5728.951,1.734604,36.78259,3.453874
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5498.8684,52.33973,91.21707,7.37E+10,2.94E+10,5.01E+10,3.05E+10,8.93E+10,0.0390342,2.87E-05,0.2545535,2.632421,3341.494,5823.822,1.74286,39.62354,3.673469
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5499.0208,52.08052,90.72168,7.44E+10,2.97E+10,5.05E+10,3.07E+10,9.00E+10,0.04272472,0.001381948,0.2542213,2.627724,3359.741,5852.478,1.741948,40.90044,4.207539
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5499.1732,52.54625,90.64734,7.43E+10,2.98E+10,4.89E+10,2.91E+10,8.87E+10,0.04971071,0.00553652,0.2469374,2.63495,3362.481,5800.717,1.725129,40.42773,4.769675
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5499.3256,52.39593,91.25695,7.40E+10,2.95E+10,5.02E+10,3.05E+10,8.95E+10,0.05272274,0.01351927,0.254065,2.645078,3340.053,5817.279,1.741703,32.84945,5.130486
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5499.478,53.23174,91.63046,7.31E+10,2.94E+10,4.79E+10,2.83E+10,8.70E+10,0.04706507,0.01593198,0.2452453,2.652933,3326.41,5726.292,1.721448,25.87007,5.278597
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5499.6304,52.96392,91.74003,7.35E+10,2.94E+10,4.90E+10,2.94E+10,8.83E+10,0.03830373,0.01295547,0.2500051,2.664613,3322.433,5754.971,1.732158,20.82691,5.276092
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5499.7828,52.4476,92.17319,7.40E+10,2.93E+10,5.15E+10,3.20E+10,9.06E+10,0.03271079,0.01000756,0.2605552,2.683732,3306.834,5811.599,1.757474,20.07288,5.112223
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5499.9352,51.73381,92.35542,7.47E+10,2.94E+10,5.44E+10,3.49E+10,9.36E+10,0.03315812,0.009521867,0.2713327,2.695772,3300.294,5891.894,1.785268,22.25109,4.85714
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5500.0876,51.26648,92.19666,7.53E+10,2.95E+10,5.61E+10,3.64E+10,9.54E+10,0.03879951,0.009640341,0.2762009,2.697914,3305.98,5945.461,1.798392,24.06269,4.546309
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5500.24,51.11296,91.79206,7.56E+10,2.97E+10,5.61E+10,3.63E+10,9.56E+10,0.04940087,0.01707905,0.2752921,2.689177,3320.561,5963.266,1.795865,26.19422,4.281068
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5500.3924,51.20526,91.42149,7.59E+10,2.98E+10,5.53E+10,3.54E+10,9.51E+10,0.0524432,0.02181662,0.2714333,2.683494,3334.016,5952.52,1.785397,26.58517,4.053189
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5500.5448,51.29162,90.79105,7.66E+10,3.03E+10,5.45E+10,3.43E+10,9.48E+10,0.05126398,0.02056073,0.2655949,2.685852,3357.189,5942.493,1.770099,29.82907,3.859608
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5500.6972,51.07558,90.94455,7.64E+10,3.01E+10,5.53E+10,3.52E+10,9.54E+10,0.05472857,0.01404882,0.2696211,2.677735,3351.5,5967.655,1.780602,34.51357,3.763235
3-BRSA-944A-RJS,LQC_ParamElast,Barra Velha,5500.8496,51.29159,92.54692,7.36E+10,2.88E+10,5.53E+10,3.61E+10,9.37E+10,0.07311518,0.004846467,0.2782739,2.652598,3293.69,5942.556,1.804305,41.2658,3.807214
