wellName,datasetName,Formation,MD,DTc,DTs,E_DYN,G_DYN,K_DYN,Lame_K-G,M_K-G,PhiMac,PhiMic,PR,RHOZ,SSVE,SVEL,VPVS,ECGR,PEFZ,
,,,m,us/ft,us/ft,Pa,Pa,Pa,Pa,Pa,v/v,v/v,,g/cm3,m/s,m/s,,gAPI,b/e,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5004,61.9417,110.6641,4.90E+10,1.93E+10,3.58E+10,2.30E+10,6.15E+10,0.000328232,0.009149175,0.2718463,2.538232,2754.285,4921.019,1.786671,32.1501,-9999,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5004.1524,62.64927,110.6928,4.84E+10,1.91E+10,3.42E+10,2.15E+10,5.98E+10,0.00451345,0.005865708,0.2642648,2.524907,2753.6,4865.529,1.766987,34.75874,-9999,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5004.3048,63.49538,110.4023,4.74E+10,1.89E+10,3.20E+10,1.94E+10,5.72E+10,0.03061607,0.002248576,0.2525856,2.483355,2760.891,4801.019,1.739029,36.0895,-9999,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5004.4572,64.91771,110.1645,4.60E+10,1.86E+10,2.89E+10,1.65E+10,5.37E+10,0.08851359,0.002742698,0.2336015,2.435542,2766.843,4697.813,1.697755,37.42027,-9999,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5004.6096,67.49811,111.1186,4.38E+10,1.81E+10,2.50E+10,1.29E+10,4.92E+10,0.1549038,0.008085492,0.2069558,2.408416,2743.198,4519.764,1.647348,38.75103,-9999,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5004.762,70.60558,112.3447,4.17E+10,1.78E+10,2.13E+10,9.49E+09,4.50E+10,0.2387194,0.01109288,0.172487,2.412127,2713.162,4321.023,1.592398,41.04834,-9999,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5004.9144,73.65411,113.5922,3.97E+10,1.74E+10,1.83E+10,6.64E+09,4.15E+10,0.2894767,0.01138407,0.1369274,2.423084,2683.713,4141.426,1.542887,43.34565,-9999,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5005.0668,77.43618,116.1467,3.64E+10,1.66E+10,1.53E+10,4.25E+09,3.74E+10,0.3194108,0.01117604,0.09848696,2.402037,2625.581,3945.639,1.501883,45.64296,-9999,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5005.2192,83.25156,120.3316,3.13E+10,1.50E+10,1.14E+10,1.42E+09,3.15E+10,0.3530709,0.01206992,-9999,2.339031,2534.769,3668.842,-9999,45.33557,-9999,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5005.3716,88.71304,126.3068,2.67E+10,1.32E+10,9.12E+09,3.20E+08,2.67E+10,0.4194285,0.01207484,-9999,2.258221,2417.994,3440.294,-9999,45.02817,4.577635,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5005.524,92.2165,134.9441,2.34E+10,1.11E+10,8.87E+09,1.48E+09,2.37E+10,0.4472559,0.01077099,-9999,2.164648,2263.111,3305.799,-9999,44.72077,4.663281,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5005.6764,92.28288,142.2079,2.15E+10,9.48E+09,9.85E+09,3.53E+09,2.25E+10,0.4710429,0.009237181,0.1328724,2.061779,2144.23,3303.453,1.541657,44.10776,4.753733,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5005.8288,90.7925,146.7885,2.06E+10,8.65E+09,1.11E+10,5.30E+09,2.26E+10,0.4506569,0.006889764,0.1879852,2.005475,2077.552,3357.25,1.617056,43.49475,4.848379,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5005.9812,90.11637,151.2767,2.03E+10,8.30E+09,1.23E+10,6.80E+09,2.34E+10,0.366439,0.003615093,0.2243718,2.044471,2015.283,3382.313,1.67875,42.88173,4.940276,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5006.1336,88.7301,154.3873,2.12E+10,8.44E+09,1.44E+10,8.74E+09,2.56E+10,0.3046574,0.001687151,0.2513806,2.16707,1974.54,3440.035,1.742798,40.85999,5.022714,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5006.286,84.11907,155.7643,2.24E+10,8.67E+09,1.83E+10,1.25E+10,2.99E+10,0.2487328,0.000863059,0.2914811,2.263819,1956.931,3636.142,1.858072,38.83825,5.096222,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5006.4384,79.75676,153.8492,2.37E+10,9.01E+09,2.15E+10,1.55E+10,3.35E+10,0.2329205,0.002328202,0.3158523,2.295466,1981.637,3821.684,1.929133,36.81651,5.167831,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5006.5908,80.07064,150.594,2.44E+10,9.37E+09,2.06E+10,1.44E+10,3.31E+10,0.2359762,0.007010715,0.3027503,2.287374,2024.278,3806.639,1.880767,34.8602,5.236676,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5006.7432,80.01801,147.702,2.51E+10,9.71E+09,2.01E+10,1.36E+10,3.31E+10,0.2320634,0.01408143,0.2920169,2.278371,2064.093,3809.159,1.845827,32.90388,5.320687,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5006.8956,79.74791,144.2134,2.59E+10,1.01E+10,1.96E+10,1.29E+10,3.31E+10,0.2126457,0.01737588,0.2793354,2.267102,2114.261,3822.092,1.808292,30.94757,5.413582,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5007.048,79.2694,140.1124,2.71E+10,1.07E+10,1.92E+10,1.20E+10,3.34E+10,0.192406,0.01602116,0.2638319,2.261811,2176.669,3845.265,1.767458,29.63149,5.52005,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5007.2004,78.50589,136.438,2.84E+10,1.13E+10,1.91E+10,1.16E+10,3.43E+10,0.1735365,0.01578012,0.2525212,2.273149,2234.063,3882.878,1.737999,28.31541,5.589311,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5007.3528,77.62685,135.2,2.94E+10,1.17E+10,2.00E+10,1.21E+10,3.56E+10,0.1608678,0.01732963,0.2540908,2.308848,2254.526,3926.546,1.741651,26.99933,5.64608,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5007.5052,77.09599,133.8627,3.07E+10,1.23E+10,2.06E+10,1.24E+10,3.70E+10,0.1561952,0.01980573,0.2518224,2.365098,2277.094,3953.662,1.736296,25.23659,5.68997,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5007.6576,76.43353,132.3599,3.21E+10,1.28E+10,2.14E+10,1.28E+10,3.85E+10,0.1501513,0.02005538,0.2498279,2.420159,2302.954,3987.9,1.731677,23.47385,5.712077,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5007.81,75.70877,130.5779,3.34E+10,1.34E+10,2.20E+10,1.31E+10,3.98E+10,0.1409561,0.01532258,0.2467498,2.458057,2334.602,4026.266,1.724684,21.71111,5.921378,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5007.9624,74.54184,127.8288,3.51E+10,1.41E+10,2.27E+10,1.33E+10,4.15E+10,0.1302962,0.009199454,0.2422858,2.480115,2385.287,4089.87,1.714758,20.80245,6.139706,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5008.1148,72.77547,123.973,3.74E+10,1.51E+10,2.37E+10,1.36E+10,4.39E+10,0.1237577,0.004060196,0.2369653,2.498544,2460.341,4190.165,1.703314,19.89379,6.348619,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5008.2672,70.74281,119.7977,4.02E+10,1.63E+10,2.50E+10,1.42E+10,4.68E+10,0.1233593,0.001654124,0.2322619,2.520951,2544.86,4309.406,1.693409,18.98513,6.364273,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5008.4196,69.27675,117.2885,4.21E+10,1.71E+10,2.62E+10,1.48E+10,4.89E+10,0.1169979,0.002127427,0.2321187,2.527323,2599.104,4400.732,1.693116,17.87941,6.418865,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5008.572,68.17901,115.3497,4.34E+10,1.76E+10,2.70E+10,1.52E+10,5.05E+10,0.1114013,0.003864812,0.2313866,2.525681,2642.66,4470.626,1.691841,16.77369,6.596715,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5008.7244,67.96646,113.4596,4.46E+10,1.83E+10,2.66E+10,1.44E+10,5.09E+10,0.1108319,0.005428727,0.219689,2.532245,2686.989,4484.568,1.669339,15.66798,6.899262,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5008.8768,67.99037,111.4574,4.59E+10,1.91E+10,2.58E+10,1.31E+10,5.13E+10,0.1185638,0.00627308,0.2035036,2.551713,2734.829,4482.997,1.639326,15.65198,7.297177,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5009.0292,68.22772,110.9547,4.61E+10,1.93E+10,2.53E+10,1.24E+10,5.09E+10,0.1364357,0.006110066,0.1959815,2.552634,2747.098,4467.497,1.626254,15.63598,7.728729,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5009.1816,68.7546,111.5141,4.47E+10,1.87E+10,2.43E+10,1.18E+10,4.93E+10,0.1628425,0.005015258,0.1933531,2.509145,2733.317,4433.387,1.621959,15.61998,7.955889,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5009.334,69.40626,111.9914,4.30E+10,1.81E+10,2.30E+10,1.09E+10,4.71E+10,0.1681619,0.001392981,0.1881836,2.442943,2721.65,4391.681,1.613597,15.8292,8.163698,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5009.4864,70.08018,112.5624,4.17E+10,1.76E+10,2.20E+10,1.02E+10,4.55E+10,0.1683296,6.02E-06,0.1834769,2.403574,2707.947,4349.684,1.606252,16.03842,8.413956,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5009.6388,70.911,113.6558,4.09E+10,1.73E+10,2.14E+10,9.84E+09,4.44E+10,0.166533,8.75E-06,0.1812586,2.404823,2681.957,4298.453,1.602775,16.24764,8.69967,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5009.7912,71.28207,114.5271,4.07E+10,1.72E+10,2.14E+10,9.99E+09,4.43E+10,0.1612791,8.05E-06,0.183759,2.425117,2661.396,4276.011,1.606701,16.49286,8.888092,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5009.9436,71.03369,114.8557,4.09E+10,1.72E+10,2.20E+10,1.06E+10,4.50E+10,0.1413233,8.91E-06,0.1900086,2.442143,2653.812,4291.214,1.617072,16.73808,8.923174,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5010.096,70.11044,115.4221,4.14E+10,1.72E+10,2.36E+10,1.22E+10,4.65E+10,0.1106284,4.46E-06,0.2074002,2.459474,2640.766,4347.889,1.646492,16.9833,8.762355,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5010.2484,69.12391,115.6072,4.24E+10,1.73E+10,2.54E+10,1.38E+10,4.85E+10,0.09405123,0.001635514,0.2216456,2.494358,2636.679,4409.772,1.67253,16.21844,8.438762,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5010.4008,68.09077,114.557,4.42E+10,1.80E+10,2.70E+10,1.50E+10,5.10E+10,0.0864204,0.007038561,0.2268114,2.542922,2661.408,4477.329,1.682374,15.45358,8.057493,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5010.5532,66.63945,111.7723,4.70E+10,1.92E+10,2.84E+10,1.56E+10,5.40E+10,0.08170208,0.01536143,0.2241747,2.580797,2727.656,4574.814,1.677259,14.68872,7.604536,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5010.7056,65.52773,109.2604,4.93E+10,2.02E+10,2.92E+10,1.58E+10,5.62E+10,0.08794954,0.01601225,0.2189008,2.595469,2790.212,4651.606,1.667325,14.37815,7.142549,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5010.858,65.09527,107.4325,5.04E+10,2.08E+10,2.90E+10,1.51E+10,5.67E+10,0.09403816,0.0100486,0.2097953,2.588192,2837.264,4682.482,1.650424,14.06758,6.620843,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5011.0104,65.22832,106.2423,5.08E+10,2.12E+10,2.80E+10,1.39E+10,5.63E+10,0.1012348,0.003707306,0.196811,2.576989,2869.169,4673.166,1.629019,13.75701,6.242487,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5011.1628,66.11367,105.0395,5.06E+10,2.16E+10,2.57E+10,1.13E+10,5.45E+10,0.1189908,1.02E-05,0.1715092,2.565171,2901.814,4610.693,1.588991,13.84704,5.898848,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5011.3152,67.08995,104.7735,4.97E+10,2.16E+10,2.38E+10,9.47E+09,5.26E+10,0.1539206,2.14E-05,0.1524205,2.546797,2909.242,4543.639,1.561776,13.93708,5.605719,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5011.4676,68.20989,105.9792,4.76E+10,2.08E+10,2.25E+10,8.60E+09,5.02E+10,0.1994569,4.46E-06,0.146215,2.511009,2876.845,4469.452,1.553696,14.02711,5.376895,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5011.62,69.37941,108.7308,4.47E+10,1.93E+10,2.17E+10,8.79E+09,4.74E+10,0.2241999,5.46E-06,0.1560276,2.457471,2804.186,4393.417,1.567081,14.34886,5.211339,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5011.7724,70.09496,111.3496,4.22E+10,1.80E+10,2.14E+10,9.43E+09,4.55E+10,0.2190079,1.33E-05,0.1716838,2.405288,2737.738,4348.631,1.588501,14.6706,5.079363,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5011.9248,70.80343,113.6296,4.04E+10,1.71E+10,2.12E+10,9.82E+09,4.40E+10,0.200391,0.003650518,0.1822121,2.374318,2683.144,4305.008,1.604771,14.99235,5.028626,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5012.0772,71.17851,116.3573,3.90E+10,1.62E+10,2.17E+10,1.09E+10,4.33E+10,0.186576,0.01006191,0.2005502,2.364033,2620.04,4282.199,1.63471,15.00275,4.999021,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5012.2296,71.20686,118.7842,3.80E+10,1.56E+10,2.26E+10,1.22E+10,4.34E+10,0.1855319,0.001795242,0.2191198,2.369253,2566.489,4280.543,1.66816,15.01314,4.99587,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5012.382,70.95538,120.3747,3.77E+10,1.53E+10,2.36E+10,1.34E+10,4.40E+10,0.1714019,0.000267821,0.2336816,2.385063,2532.107,4295.835,1.696566,15.02354,5.015023,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5012.5344,70.24068,120.2137,3.86E+10,1.55E+10,2.48E+10,1.44E+10,4.55E+10,0.1574473,0.002760178,0.2407517,2.416583,2535.518,4339.765,1.71157,14.91835,5.056356,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5012.6868,69.16306,119.4873,3.99E+10,1.60E+10,2.64E+10,1.58E+10,4.77E+10,0.1389151,0.003642169,0.2479165,2.457134,2550.98,4408.08,1.727938,14.81316,5.117909,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5012.8392,67.93994,117.9847,4.17E+10,1.67E+10,2.80E+10,1.69E+10,5.03E+10,0.1141854,0.00094506,0.2515263,2.497537,2584.116,4486.439,1.736567,14.70797,5.196014,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5012.9916,67.70113,114.8613,4.40E+10,1.78E+10,2.75E+10,1.56E+10,5.13E+10,0.1013363,0.006565928,0.2326277,2.529721,2654.975,4502.156,1.696665,14.6535,5.295491,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5013.144,67.85265,111.8067,4.58E+10,1.89E+10,2.62E+10,1.35E+10,5.14E+10,0.1104193,0.0207927,0.2082352,2.548358,2726.363,4492.113,1.647811,14.59902,5.404847,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5013.2964,68.08036,110.673,4.60E+10,1.93E+10,2.52E+10,1.24E+10,5.09E+10,0.1305178,0.02325546,0.1954923,2.538211,2754.099,4477.141,1.625671,14.54455,5.519393,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5013.4488,68.43795,110.672,4.50E+10,1.89E+10,2.42E+10,1.16E+10,4.94E+10,0.1531883,0.0179422,0.1903933,2.492749,2754.131,4453.709,1.617114,14.40608,5.643638,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5013.6012,68.76188,111.2302,4.35E+10,1.83E+10,2.35E+10,1.13E+10,4.78E+10,0.1700708,0.01219496,0.1907163,2.433188,2740.275,4432.785,1.617634,14.26761,5.760582,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5013.7536,69.12205,111.4681,4.25E+10,1.79E+10,2.27E+10,1.08E+10,4.66E+10,0.173449,0.01016548,0.1876063,2.394907,2734.419,4409.601,1.61263,14.12915,5.861898,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5013.906,69.16657,111.6832,4.25E+10,1.79E+10,2.28E+10,1.09E+10,4.66E+10,0.1603132,0.01049386,0.1888547,2.401965,2729.168,4406.807,1.614724,14.06446,5.931867,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5014.0584,68.73715,112.0818,4.32E+10,1.80E+10,2.39E+10,1.19E+10,4.79E+10,0.1450251,0.008717352,0.1983607,2.437765,2719.452,4434.669,1.630754,13.99977,5.969414,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5014.2108,67.56779,112.2179,4.44E+10,1.82E+10,2.60E+10,1.39E+10,5.04E+10,0.1301117,0.005525083,0.2153521,2.473621,2716.171,4512.249,1.661214,13.93509,5.974127,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5014.3632,65.86795,111.8404,4.57E+10,1.85E+10,2.87E+10,1.64E+10,5.34E+10,0.1164548,0.002503162,0.234244,2.493767,2725.385,4629.226,1.698443,14.11092,5.96751,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5014.5156,64.45646,111.4035,4.69E+10,1.88E+10,3.11E+10,1.85E+10,5.61E+10,0.1053495,0.001301952,0.2483283,2.509659,2736.01,4728.91,1.728415,14.28674,5.938738,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5014.668,64.11992,111.0583,4.77E+10,1.91E+10,3.18E+10,1.91E+10,5.72E+10,0.1031869,0.004196147,0.249892,2.533433,2744.741,4753.634,1.732016,14.46257,5.885394,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5014.8204,63.84081,109.2067,4.92E+10,1.98E+10,3.16E+10,1.84E+10,5.80E+10,0.1112898,0.004484617,0.240066,2.545722,2791.983,4774.57,1.710479,14.73958,5.803762,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5014.9728,63.23892,106.3185,5.08E+10,2.07E+10,3.09E+10,1.71E+10,5.86E+10,0.1257695,0.003347882,0.2259554,2.521112,2867.627,4819.989,1.681118,15.01658,5.722301,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5015.1252,62.67165,104.3,5.15E+10,2.11E+10,3.04E+10,1.63E+10,5.85E+10,0.1385358,0.002613944,0.2173925,2.474996,2922.514,4863.613,1.664234,15.29359,5.645422,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5015.2776,62.02815,103.9671,5.16E+10,2.11E+10,3.11E+10,1.71E+10,5.92E+10,0.1315258,0.001760158,0.223394,2.452026,2931.769,4914.351,1.676326,15.4845,5.579868,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5015.43,61.07843,104.3331,5.24E+10,2.11E+10,3.35E+10,1.94E+10,6.17E+10,0.1154053,0.000476195,0.2391275,2.47512,2921.419,4991.23,1.708466,15.67541,5.526289,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5015.5824,60.0685,103.969,5.41E+10,2.17E+10,3.60E+10,2.16E+10,6.49E+10,0.1009304,3.60E-06,0.2494662,2.520906,2931.71,5074.414,1.730865,15.86632,5.49188,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5015.7348,59.42769,103.2286,5.61E+10,2.24E+10,3.77E+10,2.28E+10,6.75E+10,0.08880037,2.67E-06,0.2521152,2.567029,2952.811,5129.321,1.737098,16.04962,5.455754,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5015.8872,58.6327,102.452,5.79E+10,2.30E+10,3.96E+10,2.43E+10,7.03E+10,0.07836561,5.42E-06,0.2563981,2.601449,2975.096,5198.971,1.747495,16.23291,5.430901,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5016.0396,57.88923,101.8318,5.97E+10,2.37E+10,4.17E+10,2.59E+10,7.33E+10,0.06984819,2.30E-05,0.2612399,2.642236,2993.327,5265.465,1.759088,16.41621,5.415523,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5016.192,57.26448,100.5298,6.20E+10,2.46E+10,4.30E+10,2.66E+10,7.58E+10,0.06782398,0.002021391,0.2596642,2.674653,3032.502,5323.149,1.755535,17.12656,5.396724,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5016.3444,56.65845,98.20723,6.50E+10,2.60E+10,4.34E+10,2.61E+10,7.81E+10,0.06968889,0.007162933,0.2496141,2.699474,3105.457,5379.663,1.73323,17.83691,5.355273,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5016.4968,56.61616,95.09454,6.81E+10,2.78E+10,4.13E+10,2.28E+10,7.84E+10,0.07466711,0.012492,0.2247162,2.704509,3206.017,5383.692,1.679739,18.54726,5.292417,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5016.6492,57.0128,93.45198,6.91E+10,2.87E+10,3.89E+10,1.97E+10,7.71E+10,0.08149665,0.01621098,0.2033444,2.698603,3261.651,5346.441,1.639259,19.88654,5.217325,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5016.8016,57.66555,93.30096,6.82E+10,2.86E+10,3.68E+10,1.77E+10,7.50E+10,0.08685008,0.02286108,0.1909171,2.682981,3266.915,5286.049,1.61803,21.22583,5.144728,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5016.954,58.3285,93.95011,6.63E+10,2.80E+10,3.53E+10,1.66E+10,7.25E+10,0.09826777,0.02815154,0.186394,2.656064,3244.365,5225.733,1.610711,22.56511,5.071216,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5017.1064,58.88824,94.522,6.43E+10,2.72E+10,3.38E+10,1.57E+10,7.01E+10,0.1127452,0.02691877,0.1827527,2.615488,3224.664,5176.309,1.6052,24.8558,4.994356,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5017.2588,59.79585,94.95781,6.19E+10,2.64E+10,3.14E+10,1.38E+10,6.67E+10,0.1268992,0.01647685,0.1713203,2.565104,3209.927,5098.395,1.58825,27.1465,4.912655,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5017.4112,61.04452,95.78503,5.91E+10,2.55E+10,2.88E+10,1.18E+10,6.29E+10,0.1352364,0.000214044,0.1580091,2.521087,3182.301,4993.842,1.569198,29.43719,4.820806,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5017.5636,62.14569,96.84919,5.72E+10,2.49E+10,2.73E+10,1.07E+10,6.04E+10,0.1256069,6.08E-05,0.1500285,2.512543,3147.336,4905.202,1.558483,32.01849,4.724925,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5017.716,62.99761,97.85863,5.65E+10,2.46E+10,2.66E+10,1.02E+10,5.94E+10,0.1012069,2.07E-05,0.14609,2.539226,3114.858,4838.427,1.553362,34.5998,4.621969,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5017.8684,63.47758,99.04738,5.63E+10,2.44E+10,2.69E+10,1.06E+10,5.95E+10,0.0905484,0.00381928,0.1512651,2.581361,3077.738,4801.799,1.560307,37.1811,4.514108,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5018.0208,63.708,100.3721,5.60E+10,2.41E+10,2.77E+10,1.16E+10,5.98E+10,0.08799765,0.006977899,0.1625521,2.613421,3036.79,4784.333,1.575509,39.66276,4.403914,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5018.1732,63.47313,100.4654,5.66E+10,2.42E+10,2.84E+10,1.22E+10,6.07E+10,0.08411687,0.005689335,0.1677349,2.631496,3033.952,4802.328,1.582868,42.14443,4.276034,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5018.3256,62.73661,99.77779,5.78E+10,2.47E+10,2.95E+10,1.31E+10,6.24E+10,0.07620106,0.003088775,0.1728736,2.641895,3054.872,4859.208,1.590624,44.62609,4.144983,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5018.478,61.87634,99.01902,5.92E+10,2.51E+10,3.08E+10,1.41E+10,6.43E+10,0.06184665,0.004994897,0.1795499,2.649752,3078.368,4926.018,1.60027,47.76353,4.008284,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5018.6304,61.58368,98.38754,6.00E+10,2.55E+10,3.11E+10,1.41E+10,6.50E+10,0.05150889,0.005926917,0.1778423,2.653849,3097.96,4949.466,1.597667,50.90096,3.868852,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5018.7828,61.52775,98.26018,6.02E+10,2.56E+10,3.11E+10,1.41E+10,6.52E+10,0.05351743,0.007110458,0.1773806,2.656591,3102,4953.947,1.597054,54.03839,3.757583,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5018.9352,61.9225,97.8269,6.00E+10,2.57E+10,2.99E+10,1.28E+10,6.42E+10,0.07149224,0.00950065,0.1656287,2.65122,3115.733,4922.383,1.579874,56.93594,3.681331,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5019.0876,62.38771,97.75541,5.89E+10,2.54E+10,2.86E+10,1.16E+10,6.25E+10,0.09510899,0.009507307,0.1563673,2.61752,3118.043,4885.756,1.566928,59.83349,3.650093,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5019.24,63.02769,98.54854,5.64E+10,2.44E+10,2.72E+10,1.09E+10,5.97E+10,0.1286196,0.01099652,0.1538971,2.553512,3093.158,4836.343,1.563575,62.73104,3.666764,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5019.3924,63.97321,100.109,5.29E+10,2.29E+10,2.56E+10,1.03E+10,5.61E+10,0.151761,0.01312061,0.1548474,2.471482,3045.186,4765.335,1.564878,62.39254,3.715503,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5019.5448,65.05118,102.0289,4.99E+10,2.15E+10,2.43E+10,9.90E+09,5.30E+10,0.1571042,0.01355959,0.1573716,2.413521,2987.918,4685.804,1.568372,62.05405,3.817299,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5019.6972,65.48302,103.419,4.86E+10,2.09E+10,2.42E+10,1.03E+10,5.20E+10,0.1424332,0.01085363,0.1653673,2.401891,2947.248,4654.643,1.579328,61.71555,3.94848,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5019.8496,65.42228,103.9455,4.91E+10,2.10E+10,2.50E+10,1.10E+10,5.29E+10,0.1143998,0.007103076,0.1718484,2.437609,2932.425,4658.968,1.588852,56.60765,4.095093,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5020.002,65.34044,104.955,4.98E+10,2.10E+10,2.62E+10,1.22E+10,5.43E+10,0.1003129,0.005680491,0.1833274,2.494008,2904.312,4664.806,1.606293,51.49974,4.257606,
