wellName,datasetName,Formation,MD,DTc,DTs,E_DYN,G_DYN,K_DYN,Lame_K-G,M_K-G,PhiMac,PhiMic,PR,RHOZ,SSVE,SVEL,VPVS,ECGR,PEFZ,,
,,,m,us/ft,us/ft,Pa,Pa,Pa,Pa,Pa,v/v,v/v,,g/cm3,m/s,m/s,,gAPI,b/e,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,4998.2168,52.97453,92.25981,7.51E+10,3.00E+10,5.12E+10,3.12E+10,9.11E+10,0.05477396,0.000499941,0.2534473,2.745382,3303.756,5758.71,1.742916,18.10937,4.248315,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,4998.3692,55.32178,94.07668,7.05E+10,2.85E+10,4.45E+10,2.55E+10,8.25E+10,0.07349758,0.001186825,0.2357193,2.716074,3240.319,5510.987,1.700664,15.95765,4.328773,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,4998.5216,56.46114,95.44071,6.67E+10,2.71E+10,4.13E+10,2.32E+10,7.74E+10,0.09981446,0.001365437,0.2308062,2.654277,3193.675,5398.636,1.6904,13.55252,4.373973,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,4998.674,56.87965,97.28539,6.32E+10,2.55E+10,4.06E+10,2.36E+10,7.46E+10,0.1199253,0.000410672,0.2401495,2.596836,3133.399,5358.705,1.710343,13.76203,4.34084,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,4998.8264,56.87087,98.39705,6.21E+10,2.49E+10,4.13E+10,2.47E+10,7.44E+10,0.1199002,7.34E-06,0.2491631,2.590296,3097.681,5359.515,1.73019,14.04382,4.340144,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,4998.9788,56.19684,98.44082,6.33E+10,2.52E+10,4.37E+10,2.69E+10,7.73E+10,0.1029066,7.02E-06,0.2582395,2.625526,3096.28,5424.092,1.751799,13.25774,4.454871,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,4999.1312,53.59711,97.93294,6.65E+10,2.59E+10,5.21E+10,3.48E+10,8.66E+10,0.08044578,0.000525137,0.2856998,2.669091,3112.362,5691.39,1.828505,13.58574,4.67988,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,4999.2836,51.66718,97.34346,6.90E+10,2.65E+10,5.87E+10,4.10E+10,9.40E+10,0.06142453,0.001739247,0.3038489,2.698665,3131.204,5900.107,1.884248,13.72005,4.914925,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,4999.436,50.32066,95.1073,7.30E+10,2.79E+10,6.25E+10,4.39E+10,9.98E+10,0.05015023,0.002996933,0.3055965,2.71866,3205.447,6058.071,1.889981,15.73409,5.048201,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,4999.5884,49.68507,93.60162,7.54E+10,2.89E+10,6.41E+10,4.48E+10,1.03E+11,0.04284764,0.001919586,0.3038461,2.726646,3256.414,6134.695,1.883891,16.41276,5.026782,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,4999.7408,49.55783,93.12003,7.61E+10,2.92E+10,6.42E+10,4.47E+10,1.03E+11,0.03813777,0.00065469,0.3024249,2.7266,3273.203,6150.392,1.879017,15.86787,4.949469,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,4999.8932,49.47478,92.69339,7.66E+10,2.94E+10,6.41E+10,4.45E+10,1.03E+11,0.03644158,0.000160517,0.300808,2.723577,3288.279,6160.72,1.873546,13.6983,4.932851,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5000.0456,49.38464,92.75899,7.66E+10,2.94E+10,6.45E+10,4.49E+10,1.04E+11,0.03738704,0.000129159,0.3022093,2.723501,3285.942,6171.963,1.8783,13.20389,4.991574,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5000.198,49.78019,92.93668,7.61E+10,2.93E+10,6.31E+10,4.35E+10,1.02E+11,0.03976821,0.000558029,0.2988144,2.723724,3279.654,6123.108,1.866993,13.35188,5.018325,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5000.3504,49.86185,92.93327,7.62E+10,2.94E+10,6.28E+10,4.33E+10,1.02E+11,0.03962221,0.00128944,0.2978817,2.728935,3279.773,6112.9,1.863818,16.26589,4.969627,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5000.5028,49.69397,93.05297,7.64E+10,2.94E+10,6.38E+10,4.42E+10,1.03E+11,0.0358636,0.001114191,0.3004989,2.736274,3275.557,6133.557,1.872528,15.95163,4.887838,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5000.6552,50.20071,93.25323,7.59E+10,2.93E+10,6.20E+10,4.25E+10,1.01E+11,0.02986106,0.000459554,0.2959506,2.740989,3268.522,6071.958,1.857695,17.68423,4.868269,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5000.8076,50.84021,93.58963,7.51E+10,2.91E+10,5.98E+10,4.04E+10,9.85E+10,0.02402921,9.42E-05,0.2906819,2.741459,3256.783,5995.414,1.840889,18.21533,4.945849,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5000.96,51.46176,93.92874,7.44E+10,2.89E+10,5.78E+10,3.85E+10,9.64E+10,0.02182146,9.37E-06,0.2855265,2.747606,3245.021,5923.041,1.825259,17.80305,5.018641,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5001.1124,52.48153,93.99715,7.36E+10,2.89E+10,5.42E+10,3.50E+10,9.28E+10,0.02284867,2.65E-06,0.2734345,2.74972,3242.651,5808.384,1.791249,19.46224,4.896299,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5001.2648,52.96067,93.88528,7.32E+10,2.89E+10,5.23E+10,3.30E+10,9.08E+10,0.0266734,0.000169064,0.266632,2.741713,3246.517,5755.228,1.772742,21.26478,4.614374,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5001.4172,52.91061,93.50327,7.30E+10,2.89E+10,5.17E+10,3.24E+10,9.02E+10,0.03425552,0.002411241,0.264478,2.718203,3259.798,5760.669,1.767191,26.3418,4.333849,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5001.5696,53.0158,93.10979,7.30E+10,2.90E+10,5.07E+10,3.14E+10,8.93E+10,0.04316731,0.007379347,0.2601127,2.702076,3273.565,5749.249,1.756277,26.45294,4.328923,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5001.722,52.61126,93.17055,7.30E+10,2.89E+10,5.20E+10,3.28E+10,9.05E+10,0.0457317,0.01288528,0.2658812,2.695982,3271.425,5793.635,1.770997,24.32436,4.532089,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5001.8744,52.9179,93.39584,7.26E+10,2.87E+10,5.12E+10,3.20E+10,8.95E+10,0.04287014,0.0115964,0.2635631,2.697476,3263.532,5760.099,1.764979,18.68293,4.849806,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5002.0268,53.11478,94.19515,7.15E+10,2.82E+10,5.11E+10,3.23E+10,8.87E+10,0.04029889,0.009153758,0.2668561,2.69438,3235.92,5738.516,1.773429,15.86121,5.126293,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5002.1792,53.06433,95.13197,7.04E+10,2.76E+10,5.20E+10,3.35E+10,8.88E+10,0.03974902,0.01001018,0.2741309,2.691499,3204.029,5743.973,1.792771,14.80491,5.337049,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5002.3316,52.94604,95.96309,6.95E+10,2.71E+10,5.29E+10,3.48E+10,8.90E+10,0.0399354,0.01352171,0.2811506,2.687012,3176.269,5756.813,1.812481,15.74693,5.410446,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5002.484,51.99749,96.0784,7.01E+10,2.71E+10,5.65E+10,3.84E+10,9.27E+10,0.03782549,0.01644944,0.2928084,2.695448,3172.411,5862.582,1.847972,16.69024,5.347882,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5002.6364,51.62079,95.65646,7.12E+10,2.75E+10,5.77E+10,3.94E+10,9.44E+10,0.03537876,0.01239003,0.2945534,2.706869,3186.423,5904.598,1.853062,17.88587,5.145544,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5002.7888,50.95312,94.14233,7.38E+10,2.85E+10,5.94E+10,4.03E+10,9.74E+10,0.03313385,0.005524801,0.2928465,2.721471,3237.939,5982.419,1.847614,18.56418,4.939759,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5002.9412,50.03673,93.04525,7.60E+10,2.93E+10,6.23E+10,4.27E+10,1.01E+11,0.03170604,0.001045654,0.2965666,2.730781,3275.868,6091.933,1.859609,16.4283,4.790699,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5003.0936,49.88606,92.23814,7.73E+10,2.99E+10,6.23E+10,4.24E+10,1.02E+11,0.03142817,3.71E-06,0.2932391,2.736904,3304.547,6109.938,1.848993,13.71744,4.736093,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5003.246,49.75239,91.57806,7.82E+10,3.03E+10,6.23E+10,4.21E+10,1.03E+11,0.03116194,2.64E-06,0.2906267,2.73579,3328.336,6126.375,1.840674,13.82925,4.721941,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5003.3984,48.89838,90.65106,7.98E+10,3.08E+10,6.48E+10,4.43E+10,1.06E+11,0.03079836,2.65E-06,0.2948114,2.725368,3362.443,6234.004,1.853961,15.22753,4.773205,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5003.5508,48.69986,90.77299,7.95E+10,3.06E+10,6.56E+10,4.51E+10,1.06E+11,0.03083993,5.95E-06,0.2979125,2.716033,3357.862,6258.767,1.863923,17.80131,4.933634,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5003.7032,49.16934,91.30714,7.85E+10,3.03E+10,6.40E+10,4.39E+10,1.04E+11,0.0309636,1.02E-05,0.2957844,2.717153,3338.204,6199.172,1.857025,18.1918,5.15913,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5003.8556,49.78662,92.0473,7.71E+10,2.98E+10,6.22E+10,4.23E+10,1.02E+11,0.0315422,0.000114092,0.2932362,2.718398,3311.401,6122.334,1.848853,20.69225,5.336168,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5004.008,49.20184,92.27279,7.71E+10,2.96E+10,6.47E+10,4.50E+10,1.04E+11,0.03444972,0.000565976,0.3012854,2.715281,3303.249,6195.549,1.875588,19.3809,5.425086,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5004.1604,49.19015,93.24988,7.57E+10,2.90E+10,6.54E+10,4.61E+10,1.04E+11,0.03528195,0.001587073,0.3072094,2.709546,3268.797,6196.479,1.89568,19.00445,5.441539,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5004.3128,49.7537,94.08904,7.42E+10,2.84E+10,6.38E+10,4.48E+10,1.02E+11,0.03517778,0.001659022,0.3059182,2.708466,3239.512,6126.371,1.891125,16.50118,5.37634,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5004.4652,50.27545,93.85304,7.43E+10,2.86E+10,6.16E+10,4.25E+10,9.97E+10,0.03854384,0.00108839,0.2987301,2.71246,3247.658,6062.72,1.866838,17.81994,5.245237,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5004.6176,50.70369,93.42264,7.46E+10,2.89E+10,5.95E+10,4.03E+10,9.81E+10,0.04540308,0.000975708,0.2911929,2.713292,3262.603,6011.477,1.842558,19.19223,5.055914,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5004.77,50.90804,92.65358,7.56E+10,2.94E+10,5.82E+10,3.86E+10,9.75E+10,0.04973913,0.001971269,0.2837365,2.719723,3289.745,5987.273,1.82003,20.06223,4.873275,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5004.9224,51.10752,92.4733,7.59E+10,2.97E+10,5.76E+10,3.78E+10,9.71E+10,0.04651498,0.01183948,0.2801107,2.729823,3296.088,5963.923,1.809392,18.99805,4.705687,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5005.0748,50.81992,92.67122,7.64E+10,2.97E+10,5.93E+10,3.94E+10,9.89E+10,0.03729061,0.0222265,0.2849362,2.749376,3289.051,5997.776,1.82357,21.64518,4.635367,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5005.2272,50.43707,92.43568,7.73E+10,3.00E+10,6.08E+10,4.08E+10,1.01E+11,0.02755081,0.02667082,0.2880252,2.760088,3297.443,6043.227,1.832698,26.84432,4.667247,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5005.3796,50.24522,92.31518,7.78E+10,3.02E+10,6.16E+10,4.15E+10,1.02E+11,0.02118391,0.0246091,0.2895295,2.767935,3301.732,6066.258,1.837296,27.78586,4.761728,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5005.532,50.11473,92.69445,7.76E+10,3.00E+10,6.26E+10,4.26E+10,1.03E+11,0.01880288,0.01759999,0.2934721,2.775001,3288.246,6082.053,1.849653,28.93624,4.746699,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5005.6844,50.46914,93.0473,7.71E+10,2.99E+10,6.17E+10,4.18E+10,1.01E+11,0.01724267,0.01117975,0.2915748,2.782105,3275.759,6039.494,1.843683,25.42084,4.583025,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5005.8368,50.93039,92.67039,7.70E+10,3.00E+10,5.93E+10,3.93E+10,9.93E+10,0.01788863,0.006019047,0.2835658,2.771401,3289.111,5984.724,1.819598,26.90834,4.307162,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5005.9892,51.53606,91.72189,7.68E+10,3.03E+10,5.55E+10,3.54E+10,9.59E+10,0.02041666,0.002262216,0.2691591,2.740664,3323.185,5914.527,1.779887,22.55476,4.114389,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5006.1416,51.58821,91.35179,7.61E+10,3.01E+10,5.42E+10,3.42E+10,9.43E+10,0.02285675,0.001026123,0.2658814,2.701575,3336.552,5908.35,1.770794,23.50571,4.097033,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5006.294,50.94923,91.28038,7.61E+10,2.99E+10,5.61E+10,3.62E+10,9.59E+10,0.02348097,0.003457733,0.2736924,2.679913,3339.163,5982.75,1.791687,23.46464,4.218416,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5006.4464,50.58308,91.92142,7.57E+10,2.95E+10,5.81E+10,3.84E+10,9.74E+10,0.0207847,0.007819187,0.2827775,2.682989,3315.951,6025.745,1.817254,23.25815,4.435392,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5006.5988,50.10483,91.98602,7.64E+10,2.96E+10,6.04E+10,4.06E+10,9.99E+10,0.02166721,0.009359155,0.289058,2.699003,3313.555,6083.436,1.835912,20.92362,4.614752,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5006.7512,50.00072,92.29031,7.63E+10,2.95E+10,6.12E+10,4.16E+10,1.01E+11,0.02843389,0.006512484,0.2922584,2.707834,3302.649,6095.919,1.845776,20.42844,4.784098,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5006.9036,49.82098,93.08302,7.52E+10,2.89E+10,6.24E+10,4.31E+10,1.01E+11,0.03865745,0.001588757,0.2991993,2.699545,3274.559,6117.953,1.868388,19.00329,4.941354,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5007.056,50.6059,94.20889,7.30E+10,2.81E+10,6.00E+10,4.13E+10,9.75E+10,0.0482089,2.64E-06,0.2972082,2.687635,3235.48,6023.804,1.861735,21.86918,5.186465,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5007.2084,51.70454,95.08646,7.11E+10,2.76E+10,5.65E+10,3.81E+10,9.32E+10,0.05094424,5.11E-06,0.2900832,2.681432,3205.543,5895.531,1.839131,21.57361,5.460554,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5007.3608,52.26181,96.2337,6.95E+10,2.69E+10,5.54E+10,3.74E+10,9.12E+10,0.05012543,4.95E-06,0.2908329,2.682504,3167.417,5832.231,1.841359,22.95793,5.673854,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5007.5132,52.33984,97.02635,6.86E+10,2.65E+10,5.57E+10,3.81E+10,9.11E+10,0.0500479,0.000752208,0.2947748,2.685506,3141.437,5823.48,1.853778,19.21295,5.740789,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5007.6656,52.60209,97.40543,6.81E+10,2.63E+10,5.52E+10,3.76E+10,9.03E+10,0.05167718,0.002217014,0.2941477,2.688368,3129.195,5794.515,1.851753,17.60674,5.700766,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5007.818,52.66706,97.50307,6.81E+10,2.63E+10,5.51E+10,3.75E+10,9.01E+10,0.05326134,0.002782407,0.2940136,2.691396,3126.055,5787.302,1.851311,18.16759,5.608568,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5007.9704,52.93786,97.53871,6.79E+10,2.63E+10,5.42E+10,3.67E+10,8.93E+10,0.05411164,0.002801645,0.2912103,2.692507,3124.913,5757.771,1.842537,21.59407,5.498897,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5008.1228,53.87661,97.73368,6.72E+10,2.62E+10,5.13E+10,3.38E+10,8.62E+10,0.05009227,0.005414627,0.2816679,2.693663,3118.684,5657.931,1.814186,25.3685,5.342842,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5008.2752,53.63361,97.48804,6.78E+10,2.64E+10,5.21E+10,3.45E+10,8.73E+10,0.041524,0.008673973,0.2829628,2.703193,3126.552,5683.304,1.817734,27.07273,5.120855,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5008.4276,53.20021,95.4843,7.05E+10,2.77E+10,5.22E+10,3.37E+10,8.90E+10,0.03176448,0.009286513,0.2747224,2.712468,3192.668,5729.328,1.794769,26.06275,4.885722,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5008.58,53.02919,93.92725,7.22E+10,2.85E+10,5.15E+10,3.24E+10,8.95E+10,0.02462059,0.00564424,0.2660269,2.709293,3245.154,5747.786,1.771228,25.20728,4.742617,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5008.7324,52.44107,92.31352,7.46E+10,2.95E+10,5.21E+10,3.25E+10,9.15E+10,0.02484022,0.002074074,0.2617436,2.709336,3302.068,5812.511,1.760301,28.14882,4.683937,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5008.8848,51.94617,91.53728,7.57E+10,3.00E+10,5.32E+10,3.32E+10,9.31E+10,0.02962106,0.000944404,0.2624913,2.705454,3329.799,5867.675,1.762166,31.83552,4.657104,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5009.0372,51.92595,91.82267,7.53E+10,2.98E+10,5.34E+10,3.36E+10,9.31E+10,0.03542009,0.000875016,0.2649242,2.702149,3319.467,5869.906,1.768336,30.52747,4.620694,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5009.1896,51.43025,92.2181,7.48E+10,2.93E+10,5.52E+10,3.57E+10,9.43E+10,0.04035377,0.000864491,0.2742007,2.68554,3305.217,5926.749,1.793175,26.91962,4.61661,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5009.342,51.15055,92.43472,7.44E+10,2.91E+10,5.62E+10,3.68E+10,9.49E+10,0.04325946,0.00162289,0.2793101,2.673213,3297.465,5958.882,1.807112,25.95425,4.677232,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5009.4944,50.97867,92.72935,7.44E+10,2.90E+10,5.72E+10,3.79E+10,9.59E+10,0.04424344,0.009818425,0.2834125,2.682144,3286.995,5978.994,1.818997,31.34929,4.822472,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5009.6468,51.06813,93.28272,7.40E+10,2.88E+10,5.76E+10,3.84E+10,9.60E+10,0.0459565,0.01716489,0.2860093,2.694366,3267.519,5968.521,1.826628,32.09396,4.907995,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5009.7992,50.8985,93.34603,7.45E+10,2.89E+10,5.87E+10,3.94E+10,9.72E+10,0.0478086,0.01733031,0.2884401,2.711138,3265.273,5988.445,1.833976,33.15997,4.858011,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5009.9516,50.64536,93.10561,7.50E+10,2.91E+10,5.95E+10,4.01E+10,9.83E+10,0.04776065,0.01090416,0.2898857,2.713035,3273.707,6018.343,1.838386,30.98906,4.650461,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5010.104,50.98795,93.11121,7.49E+10,2.91E+10,5.83E+10,3.89E+10,9.71E+10,0.04426438,0.002546309,0.285832,2.716763,3273.506,5978.049,1.826186,31.95698,4.550048,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5010.2564,51.21753,92.76152,7.52E+10,2.94E+10,5.72E+10,3.76E+10,9.63E+10,0.04492634,5.69E-06,0.2807037,2.719173,3285.87,5951.09,1.811133,28.42851,4.606279,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5010.4088,51.57152,92.11504,7.56E+10,2.97E+10,5.52E+10,3.54E+10,9.48E+10,0.04918183,8.79E-06,0.2716568,2.714271,3308.944,5910.345,1.786219,28.31826,4.733462,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5010.5612,51.48004,91.83817,7.55E+10,2.97E+10,5.49E+10,3.51E+10,9.45E+10,0.05209073,0.000628763,0.2709001,2.696324,3318.882,5920.794,1.78397,30.64258,4.817875,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5010.7136,51.19106,91.86639,7.54E+10,2.96E+10,5.58E+10,3.61E+10,9.52E+10,0.04988798,0.001780255,0.2748187,2.686253,3317.863,5954.2,1.794591,34.92524,4.95589,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5010.866,51.17518,91.8608,7.57E+10,2.97E+10,5.61E+10,3.63E+10,9.57E+10,0.03997102,0.002015396,0.2749884,2.697874,3318.064,5956.017,1.795028,35.04206,5.189398,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5011.0184,51.11187,91.04247,7.74E+10,3.05E+10,5.61E+10,3.57E+10,9.67E+10,0.0312294,0.004732582,0.2698453,2.719435,3348.001,5963.398,1.781229,30.97987,5.417104,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5011.1708,50.47432,90.37459,7.93E+10,3.11E+10,5.83E+10,3.76E+10,9.99E+10,0.02914753,0.01351085,0.2733172,2.737687,3372.647,6039.078,1.790582,26.49629,5.512228,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5011.3232,49.57211,90.04044,8.09E+10,3.15E+10,6.20E+10,4.10E+10,1.04E+11,0.02906842,0.0247074,0.2824901,2.752355,3385.152,6149.063,1.816462,26.09278,5.373506,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5011.4756,49.13891,89.6374,8.23E+10,3.20E+10,6.38E+10,4.25E+10,1.07E+11,0.0269044,0.03230717,0.2851835,2.768329,3400.385,6202.851,1.824162,26.07145,5.00034,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5011.628,48.71283,89.2616,8.32E+10,3.23E+10,6.54E+10,4.39E+10,1.08E+11,0.0234621,0.0308092,0.2879249,2.770691,3414.693,6257.225,1.832432,27.61063,4.514426,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5011.7804,48.53864,88.60056,8.41E+10,3.27E+10,6.53E+10,4.35E+10,1.09E+11,0.01923166,0.02418101,0.2855644,2.762702,3440.218,6279.534,1.82536,26.9013,4.17168,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5011.9328,48.15632,88.24946,8.47E+10,3.29E+10,6.66E+10,4.47E+10,1.10E+11,0.01455507,0.01863043,0.2879686,2.756072,3453.848,6329.552,1.832602,26.42114,4.056044,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5012.0852,48.22824,88.2642,8.46E+10,3.29E+10,6.63E+10,4.44E+10,1.10E+11,0.0111926,0.01194468,0.2871738,2.755978,3453.27,6320.012,1.830151,25.83778,4.072722,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5012.2376,48.8193,88.67638,8.34E+10,3.25E+10,6.39E+10,4.23E+10,1.07E+11,0.01051644,0.003614176,0.2825451,2.752117,3437.246,6243.706,1.816465,32.29223,4.125376,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5012.39,49.64833,89.15944,8.18E+10,3.21E+10,6.07E+10,3.93E+10,1.03E+11,0.01263246,0.000305165,0.2752554,2.742786,3418.614,6139.592,1.795906,41.12282,4.269384,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5012.5424,49.91351,90.19849,7.99E+10,3.12E+10,6.03E+10,3.95E+10,1.02E+11,0.02065548,1.21E-05,0.2792407,2.733839,3379.361,6106.564,1.807096,52.36489,4.506042,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5012.6948,50.18393,91.34815,7.80E+10,3.04E+10,6.02E+10,3.99E+10,1.01E+11,0.0316291,1.01E-05,0.2838557,2.728684,3336.785,6073.735,1.820255,57.25861,4.725772,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5012.8472,50.98467,92.82201,7.53E+10,2.93E+10,5.81E+10,3.86E+10,9.72E+10,0.0436319,4.31E-06,0.2839771,2.718857,3283.922,5978.736,1.820598,55.28096,4.83875,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5012.9996,54.36944,93.88579,7.06E+10,2.83E+10,4.71E+10,2.82E+10,8.48E+10,0.05891839,2.64E-06,0.2465762,2.686223,3246.55,5614.188,1.72904,47.02423,4.833538,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5013.152,58.398,98.96584,6.16E+10,2.50E+10,3.84E+10,2.18E+10,7.18E+10,0.08306557,2.64E-06,0.2328436,2.625538,3083.122,5224.289,1.694584,35.33545,4.745912,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5013.3044,61.33252,101.7826,5.59E+10,2.30E+10,3.28E+10,1.74E+10,6.34E+10,0.1113255,2.65E-06,0.2147025,2.563626,2994.685,4971.452,1.659978,33.35025,4.615355,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5013.4568,61.83423,102.1162,5.50E+10,2.27E+10,3.17E+10,1.65E+10,6.20E+10,0.1261382,6.11E-06,0.2105161,2.551346,2984.834,4929.347,1.651465,36.02155,4.5675,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5013.6092,60.94862,101.2225,5.70E+10,2.35E+10,3.34E+10,1.78E+10,6.47E+10,0.1187924,8.10E-06,0.2156228,2.586867,3011.292,5001.278,1.660818,40.79057,4.649646,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5013.7616,58.58093,99.90974,6.09E+10,2.46E+10,3.89E+10,2.25E+10,7.17E+10,0.09227768,5.37E-06,0.2377758,2.643425,3050.865,5205.719,1.70614,42.22677,4.932215,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5013.914,55.14129,98.11727,6.58E+10,2.59E+10,4.78E+10,3.05E+10,8.23E+10,0.05874377,3.08E-06,0.2688783,2.686252,3106.756,5532.643,1.780502,42.66205,5.254202,,
1-BRSA-369A-RJS,LQC_ParamElast,Guratiba,5014.0664,52.5308,97.82043,6.83E+10,2.63E+10,5.63E+10,3.87E+10,9.14E+10,0.03988093,0.00304539,0.2970175,2.710902,3115.927,5804.334,1.862874,45.13504,5.506852,,
