wellName,datasetName,Formation,MD,DTc,DTs,E_DYN,G_DYN,K_DYN,Lame_K-G,M_K-G,PhiMac,PhiMic,PR,RHOB,SSVE,SVEL,VPVS,ECGR,PEFZ,,
,,,m,us/ft,us/ft,Pa,Pa,Pa,Pa,Pa,v/v,v/v,,g/cm3,m/s,m/s,,gAPI,b/e,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5757.9124,67.2515,114.8354,4.23E+10,1.71E+10,2.70E+10,1.56E+10,4.98E+10,0.1386428,0.004181329,0.2390031,2.424594,2654.237,4532.245,1.707551,16.05598,5.0962,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5758.0648,67.08513,114.7261,4.26E+10,1.72E+10,2.73E+10,1.59E+10,5.03E+10,0.1315067,0.00752011,0.240208,2.434758,2656.763,4543.49,1.71016,16.84262,5.096224,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5758.2172,66.85806,114.6342,4.30E+10,1.73E+10,2.78E+10,1.63E+10,5.08E+10,0.1210024,0.01194542,0.2422432,2.446215,2658.894,4558.928,1.714594,16.12531,5.113957,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5758.3696,65.91821,114.1232,4.38E+10,1.75E+10,2.92E+10,1.75E+10,5.26E+10,0.1092495,0.01571324,0.2496231,2.457551,2670.827,4624.451,1.731425,16.33071,5.11482,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5758.522,64.97384,113.9106,4.46E+10,1.77E+10,3.09E+10,1.90E+10,5.45E+10,0.09828641,0.01641916,0.2588451,2.475808,2675.783,4691.209,1.753217,16.18151,5.030611,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5758.6744,64.30588,114.018,4.52E+10,1.78E+10,3.23E+10,2.04E+10,5.61E+10,0.09437739,0.0148016,0.2667276,2.494539,2673.261,4739.999,1.773116,16.5886,4.91617,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5758.8268,63.69377,113.8926,4.56E+10,1.79E+10,3.34E+10,2.14E+10,5.73E+10,0.1002632,0.01157495,0.2724523,2.500566,2676.209,4785.477,1.788149,16.59787,4.843082,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5758.9792,63.40388,113.5366,4.57E+10,1.79E+10,3.36E+10,2.16E+10,5.75E+10,0.112954,0.006717545,0.2734009,2.487523,2684.606,4807.285,1.790689,17.14641,4.868804,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5759.1316,64.10435,113.3811,4.51E+10,1.78E+10,3.20E+10,2.01E+10,5.58E+10,0.1278134,0.002460263,0.2649736,2.467635,2688.28,4755.233,1.768872,16.79813,4.918171,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5759.284,64.8803,113.437,4.45E+10,1.77E+10,3.05E+10,1.87E+10,5.41E+10,0.1338344,0.002048002,0.2569104,2.449219,2686.955,4697.923,1.748417,16.88291,5.018759,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5759.4364,64.98298,113.2067,4.44E+10,1.77E+10,3.01E+10,1.83E+10,5.37E+10,0.1286237,0.0044286,0.2542855,2.439636,2692.429,4690.462,1.742097,15.91926,5.060124,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5759.5888,64.88303,112.5862,4.48E+10,1.79E+10,3.01E+10,1.81E+10,5.40E+10,0.1185612,0.007904375,0.2513518,2.44471,2707.287,4697.687,1.735215,15.78571,5.007833,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5759.7412,64.96643,111.9339,4.55E+10,1.83E+10,2.99E+10,1.77E+10,5.42E+10,0.1085762,0.01133891,0.2459778,2.464065,2723.054,4691.666,1.722961,15.47525,4.85288,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5759.8936,64.13681,111.7331,4.64E+10,1.85E+10,3.15E+10,1.92E+10,5.61E+10,0.1019409,0.01129808,0.2541141,2.484592,2727.93,4753.056,1.742375,16.23752,4.746723,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5760.046,62.36269,111.8375,4.72E+10,1.85E+10,3.49E+10,2.26E+10,5.97E+10,0.1008153,0.00828906,0.2741411,2.495303,2725.384,4888.659,1.793766,17.17815,4.74193,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5760.1984,60.69703,111.79,4.80E+10,1.86E+10,3.83E+10,2.59E+10,6.31E+10,0.1018106,0.006477215,0.2908825,2.500878,2726.542,5022.403,1.842025,17.99014,4.786388,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5760.3508,59.7945,111.7343,4.84E+10,1.86E+10,4.02E+10,2.78E+10,6.51E+10,0.1005465,0.006922288,0.2993276,2.503421,2727.899,5097.55,1.868674,17.59314,4.859139,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5760.5032,60.97397,111.4809,4.81E+10,1.87E+10,3.77E+10,2.52E+10,6.26E+10,0.09602576,0.007749237,0.2861737,2.502087,2734.112,5000.773,1.829111,16.74159,4.898002,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5760.6556,63.26468,111.6702,4.69E+10,1.86E+10,3.31E+10,2.08E+10,5.79E+10,0.08952326,0.006061058,0.263492,2.491248,2729.49,4819.308,1.765568,16.25885,4.929288,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5760.808,66.43505,112.7539,4.47E+10,1.81E+10,2.82E+10,1.61E+10,5.24E+10,0.08489433,0.002675331,0.2335716,2.48082,2703.333,4591.786,1.698327,15.52224,4.877577,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5760.9604,68.74296,114.2767,4.29E+10,1.76E+10,2.52E+10,1.35E+10,4.87E+10,0.08473621,0.002423282,0.2164783,2.478577,2667.341,4434.215,1.662395,14.93981,4.834774,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5761.1128,68.5419,114.9503,4.28E+10,1.75E+10,2.59E+10,1.42E+10,4.92E+10,0.08932114,0.005756314,0.2240538,2.486522,2651.58,4447.245,1.677204,13.67384,4.781837,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5761.2652,69.82323,114.0768,4.26E+10,1.78E+10,2.38E+10,1.20E+10,4.75E+10,0.09793414,0.009745376,0.1989861,2.488555,2671.996,4367.46,1.634834,13.64224,4.857935,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5761.4176,68.90988,112.8198,4.34E+10,1.81E+10,2.44E+10,1.24E+10,4.85E+10,0.1087932,0.01210534,0.2016929,2.472981,2701.714,4426.598,1.638262,13.41369,5.005437,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5761.57,66.98047,112.1784,4.43E+10,1.81E+10,2.66E+10,1.46E+10,5.08E+10,0.1178957,0.01198302,0.2229768,2.45197,2717.106,4550.638,1.674806,13.6572,5.12839,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5761.7224,66.66386,112.6294,4.40E+10,1.79E+10,2.72E+10,1.53E+10,5.11E+10,0.1216969,0.01103585,0.2303082,2.443644,2706.276,4572.204,1.689527,13.40542,5.136159,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5761.8748,65.94719,113.4542,4.40E+10,1.77E+10,2.88E+10,1.70E+10,5.24E+10,0.1235362,0.009899443,0.2446842,2.450674,2686.571,4622.196,1.72054,14.40481,5.093551,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5762.0272,65.23325,113.9005,4.42E+10,1.76E+10,3.02E+10,1.84E+10,5.36E+10,0.1279018,0.008261631,0.2559164,2.455764,2676.024,4672.514,1.746074,13.89237,5.137413,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5762.1796,64.84721,114.1232,4.42E+10,1.75E+10,3.09E+10,1.92E+10,5.42E+10,0.1341962,0.007026013,0.2615692,2.454469,2670.799,4700.314,1.759895,13.61831,5.214952,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5762.332,63.86314,114.1044,4.46E+10,1.75E+10,3.26E+10,2.09E+10,5.60E+10,0.1400695,0.008141086,0.2718314,2.455357,2671.24,4773.301,1.786909,12.43172,5.271323,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5762.4844,62.14028,113.9541,4.54E+10,1.76E+10,3.58E+10,2.41E+10,5.93E+10,0.1398175,0.01017472,0.2882242,2.463932,2674.761,4906.174,1.834232,12.7753,5.266298,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5762.6368,61.19473,113.6053,4.62E+10,1.78E+10,3.77E+10,2.58E+10,6.15E+10,0.1316918,0.01056908,0.2956187,2.47745,2682.988,4980.842,1.856455,13.52314,5.223742,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5762.7892,61.78819,113.1677,4.65E+10,1.81E+10,3.65E+10,2.45E+10,6.07E+10,0.118681,0.00855311,0.2875287,2.491842,2693.356,4933.443,1.831744,14.09174,5.141935,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5762.9416,62.64472,112.9326,4.66E+10,1.82E+10,3.49E+10,2.28E+10,5.93E+10,0.1034771,0.004318551,0.2777401,2.502747,2698.955,4865.648,1.802795,14.69396,5.077428,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5763.094,63.71618,112.8166,4.63E+10,1.83E+10,3.30E+10,2.08E+10,5.74E+10,0.09037451,0.00117703,0.2656804,2.508507,2701.731,4784.299,1.770837,14.43704,5.016594,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5763.2464,64.35171,112.4645,4.63E+10,1.84E+10,3.17E+10,1.94E+10,5.62E+10,0.084489,0.000196293,0.2565942,2.506736,2710.204,4736.472,1.747655,14.91871,4.983201,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5763.3988,64.20873,112.1429,4.64E+10,1.85E+10,3.17E+10,1.94E+10,5.64E+10,0.08668156,1.06E-05,0.2561426,2.502282,2717.961,4747.042,1.746543,14.58342,4.917224,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5763.5512,63.85842,111.7231,4.68E+10,1.86E+10,3.21E+10,1.97E+10,5.69E+10,0.09628207,1.11E-05,0.2573888,2.497932,2728.192,4773.103,1.749546,14.79713,4.887282,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5763.7036,64.14009,111.2943,4.67E+10,1.87E+10,3.13E+10,1.89E+10,5.62E+10,0.115002,6.61E-06,0.2512801,2.488103,2738.69,4752.269,1.735251,13.3315,4.97618,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5763.856,64.76273,110.5401,4.65E+10,1.88E+10,2.97E+10,1.71E+10,5.47E+10,0.1195193,5.70E-06,0.2385484,2.468812,2757.435,4706.482,1.706906,11.98295,5.396256,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5764.0084,64.91354,110.3947,4.62E+10,1.87E+10,2.91E+10,1.67E+10,5.41E+10,0.1082709,6.39E-06,0.2357346,2.452398,2761.022,4695.483,1.700646,11.33027,5.976851,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5764.1608,65.57017,112.0428,4.51E+10,1.82E+10,2.89E+10,1.67E+10,5.31E+10,0.09367128,3.81E-06,0.2395386,2.458651,2720.715,4648.856,1.708722,11.66765,6.396688,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5764.3132,65.64677,114.1229,4.46E+10,1.78E+10,3.01E+10,1.82E+10,5.38E+10,0.08132667,2.72E-06,0.2524548,2.495865,2670.969,4643.189,1.738576,11.80321,6.208985,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5764.4656,65.21762,115.4917,4.45E+10,1.76E+10,3.17E+10,2.00E+10,5.52E+10,0.08536606,5.89E-06,0.2658602,2.526062,2639.209,4673.592,1.77088,11.06552,5.690513,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5764.618,64.83177,114.0399,4.55E+10,1.80E+10,3.17E+10,1.97E+10,5.58E+10,0.09857458,0.000996315,0.2610283,2.524199,2673.296,4701.479,1.758938,10.74653,5.229228,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5764.7704,63.54181,111.2861,4.73E+10,1.88E+10,3.26E+10,2.01E+10,5.76E+10,0.1056723,0.001972118,0.2581571,2.502825,2739.184,4797.82,1.75148,10.89509,5.008644,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5764.9228,64.9044,109.9203,4.72E+10,1.92E+10,2.95E+10,1.68E+10,5.51E+10,0.1080716,0.00281237,0.2310497,2.491878,2772.94,4699.932,1.695081,11.31382,4.982656,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5765.0752,66.93211,109.3737,4.67E+10,1.94E+10,2.60E+10,1.30E+10,5.19E+10,0.1097341,0.005016101,0.2005299,2.50277,2786.789,4554.022,1.634175,11.51291,4.956824,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5765.2276,67.3958,109.5123,4.66E+10,1.95E+10,2.55E+10,1.25E+10,5.15E+10,0.107442,0.009212584,0.1951808,2.515888,2783.27,4522.549,1.62491,11.22223,4.97567,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5765.38,66.79318,110.2047,4.68E+10,1.93E+10,2.69E+10,1.40E+10,5.27E+10,0.09865334,0.01288509,0.2094122,2.528904,2765.794,4563.716,1.650126,11.20909,4.968829,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5765.5324,64.97891,110.2131,4.80E+10,1.95E+10,3.01E+10,1.71E+10,5.60E+10,0.08889105,0.01343032,0.2333501,2.544127,2765.571,4692.159,1.696569,11.25504,4.961106,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5765.6848,62.43914,108.5027,5.06E+10,2.02E+10,3.41E+10,2.07E+10,6.11E+10,0.08166988,0.01133089,0.2524168,2.558734,2809.532,4883.855,1.738114,11.28265,4.964437,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5765.8372,61.11492,107.0248,5.23E+10,2.08E+10,3.60E+10,2.22E+10,6.38E+10,0.07763466,0.008754167,0.2580678,2.563755,2847.965,4987.352,1.751204,11.05596,4.968843,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5765.9896,61.3657,106.4076,5.24E+10,2.10E+10,3.51E+10,2.11E+10,6.30E+10,0.07997571,0.008593836,0.2507544,2.555032,2864.477,4967.076,1.734062,10.01411,4.970395,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5766.142,63.01186,106.5148,5.11E+10,2.08E+10,3.17E+10,1.79E+10,5.94E+10,0.0829701,0.009085765,0.2305193,2.537607,2861.598,4838.889,1.690898,9.991333,4.944488,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5766.2944,63.63734,108.1389,4.94E+10,2.00E+10,3.11E+10,1.78E+10,5.78E+10,0.08181886,0.007995377,0.2346461,2.520346,2818.928,4789.77,1.699441,9.325936,4.889463,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5766.4468,63.09434,109.4882,4.87E+10,1.95E+10,3.26E+10,1.97E+10,5.86E+10,0.07838384,0.00668637,0.2513486,2.509749,2783.882,4830.921,1.735348,8.920413,4.861891,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5766.5992,61.90731,109.655,4.91E+10,1.94E+10,3.50E+10,2.21E+10,6.09E+10,0.0750161,0.007039215,0.2659086,2.511766,2779.628,4924.43,1.771599,7.999533,4.884947,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5766.7516,60.53003,109.1701,5.03E+10,1.97E+10,3.78E+10,2.47E+10,6.40E+10,0.07417981,0.0101928,0.2780423,2.524396,2792.005,5035.94,1.803665,7.746453,4.919425,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5766.904,59.65808,107.9158,5.18E+10,2.02E+10,3.92E+10,2.57E+10,6.62E+10,0.08257201,0.01270624,0.2799307,2.536383,2824.585,5109.285,1.808886,8.096313,4.927039,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5767.0564,59.93316,107.26,5.22E+10,2.05E+10,3.83E+10,2.47E+10,6.57E+10,0.09185679,0.01213922,0.2729693,2.538209,2841.693,5086.008,1.789776,8.638908,4.914536,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5767.2088,60.98617,107.373,5.15E+10,2.04E+10,3.61E+10,2.25E+10,6.33E+10,0.09492211,0.01019291,0.2618113,2.534888,2838.703,4998.256,1.760744,8.383904,4.883008,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5767.3612,61.47594,108.2627,5.07E+10,2.01E+10,3.55E+10,2.21E+10,6.23E+10,0.09341899,0.00853353,0.2619859,2.536378,2815.496,4958.037,1.761054,8.0109,4.863833,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5767.5136,61.4966,109.8916,4.98E+10,1.96E+10,3.64E+10,2.34E+10,6.26E+10,0.08544617,0.007439732,0.2719226,2.546921,2773.818,4956.372,1.786954,7.437046,4.843915,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5767.666,61.51189,110.9939,4.93E+10,1.93E+10,3.71E+10,2.42E+10,6.28E+10,0.07598466,0.006563829,0.2783556,2.558177,2746.116,4955.14,1.80443,7.564594,4.882004,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5767.8184,61.06737,111.2865,4.94E+10,1.92E+10,3.82E+10,2.54E+10,6.38E+10,0.06825171,0.006177983,0.2845362,2.561094,2738.877,4991.411,1.822433,7.708057,4.948103,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5767.9708,61.14844,110.68,4.96E+10,1.94E+10,3.76E+10,2.47E+10,6.34E+10,0.06354517,0.007311936,0.2801994,2.552342,2753.954,4984.76,1.810135,7.40133,5.037061,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5768.1232,61.47255,108.5848,5.05E+10,2.00E+10,3.57E+10,2.23E+10,6.23E+10,0.06574929,0.009608702,0.2638758,2.532983,2807.49,4958.312,1.766403,7.666326,5.125172,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5768.2756,61.96573,107.2455,5.07E+10,2.03E+10,3.37E+10,2.02E+10,6.07E+10,0.07835997,0.01001907,0.2493504,2.509657,2842.08,4919.066,1.730813,8.038548,5.176277,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5768.428,62.19213,107.3594,5.01E+10,2.01E+10,3.31E+10,1.97E+10,5.99E+10,0.09493849,0.01242952,0.2474502,2.492405,2839.069,4900.96,1.726266,8.773691,5.142045,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5768.5804,61.44744,107.3445,5.04E+10,2.01E+10,3.45E+10,2.11E+10,6.12E+10,0.1021065,0.01545408,0.2562513,2.488145,2839.463,4960.747,1.747054,8.631268,5.039501,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5768.7328,61.2769,107.138,5.08E+10,2.02E+10,3.48E+10,2.14E+10,6.18E+10,0.09975015,0.01399815,0.2568973,2.4963,2844.931,4974.235,1.748461,9.207082,4.943057,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5768.8852,61.47775,106.8955,5.11E+10,2.04E+10,3.44E+10,2.09E+10,6.16E+10,0.09508456,0.008351194,0.2528776,2.50632,2851.39,4957.892,1.738766,9.175401,4.944613,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5769.0376,61.08881,106.6777,5.14E+10,2.05E+10,3.51E+10,2.15E+10,6.24E+10,0.09129084,0.002267983,0.2560142,2.505754,2857.207,4989.591,1.746313,9.318281,5.053818,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5769.19,60.4544,106.7374,5.14E+10,2.04E+10,3.63E+10,2.27E+10,6.34E+10,0.09393379,8.27E-06,0.2638071,2.495864,2855.608,5041.953,1.765642,9.380934,5.152825,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5769.3424,60.65754,106.8777,5.10E+10,2.02E+10,3.58E+10,2.23E+10,6.27E+10,0.1040815,1.20E-05,0.262383,2.481675,2851.859,5025.173,1.762064,9.871617,5.220067,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5769.4948,62.44963,107.1016,4.96E+10,2.00E+10,3.22E+10,1.89E+10,5.88E+10,0.1164707,0.002645387,0.2420528,2.466673,2845.909,4882.709,1.715645,10.33724,5.245723,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5769.6472,65.47301,109.4607,4.65E+10,1.90E+10,2.79E+10,1.52E+10,5.33E+10,0.1257003,0.009954986,0.2214886,2.452455,2785.418,4658.469,1.672204,10.86718,5.298907,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5769.7996,67.59538,112.0265,4.39E+10,1.81E+10,2.56E+10,1.35E+10,4.97E+10,0.12735,0.01963253,0.2137441,2.443569,2720.923,4509.529,1.657336,10.78184,5.367617,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5769.952,66.89806,113.2897,4.38E+10,1.78E+10,2.73E+10,1.55E+10,5.10E+10,0.1212592,0.02280426,0.2317253,2.454039,2690.499,4557.262,1.693983,10.92428,5.331876,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5770.1044,64.62466,113.5875,4.50E+10,1.78E+10,3.14E+10,1.95E+10,5.52E+10,0.1149251,0.01575642,0.2603837,2.478481,2683.397,4718.066,1.758214,10.65509,5.233618,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5770.2568,63.5196,112.6393,4.64E+10,1.83E+10,3.31E+10,2.09E+10,5.75E+10,0.112711,0.006197429,0.2668037,2.49894,2706.096,4798.525,1.77329,12.66358,5.103431,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5770.4092,65.34016,111.7628,4.60E+10,1.86E+10,2.97E+10,1.73E+10,5.45E+10,0.1133089,0.001160766,0.2394706,2.497467,2727.215,4667.675,1.711605,14.38324,5.083196,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5770.5616,66.3725,111.6998,4.53E+10,1.85E+10,2.77E+10,1.54E+10,5.23E+10,0.114127,5.57E-05,0.2270654,2.478382,2728.744,4592.355,1.682964,14.69067,5.130743,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5770.714,66.07788,112.316,4.49E+10,1.82E+10,2.83E+10,1.61E+10,5.25E+10,0.1115788,1.09E-05,0.2352901,2.466011,2713.816,4612.74,1.699757,12.38586,5.166193,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5770.8664,66.01976,113.3216,4.44E+10,1.78E+10,2.88E+10,1.69E+10,5.26E+10,0.1087477,0.00140214,0.243047,2.46703,2689.749,4616.821,1.716493,10.35132,5.159076,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5771.0188,64.14269,114.2988,4.46E+10,1.76E+10,3.25E+10,2.08E+10,5.59E+10,0.1105545,0.003256948,0.2692676,2.471601,2666.736,4754.84,1.78322,9.178485,5.145287,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5771.1712,63.03406,114.6365,4.48E+10,1.74E+10,3.44E+10,2.28E+10,5.77E+10,0.1178634,0.003498307,0.283298,2.467406,2658.84,4835.543,1.818669,9.649467,5.16151,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5771.3236,64.16432,114.3057,4.43E+10,1.74E+10,3.21E+10,2.05E+10,5.54E+10,0.1287805,0.002272384,0.269736,2.454008,2666.546,4751.053,1.781784,10.02259,5.216799,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5771.476,65.29293,113.8206,4.39E+10,1.75E+10,2.99E+10,1.82E+10,5.32E+10,0.1349874,0.001808038,0.2546874,2.440433,2677.909,4668.349,1.743309,10.57792,5.247649,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5771.6284,66.56927,113.6425,4.33E+10,1.75E+10,2.77E+10,1.60E+10,5.10E+10,0.134433,0.005133152,0.2386293,2.431819,2682.094,4579.382,1.707388,10.64184,5.222577,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5771.7808,66.58451,113.8641,4.31E+10,1.74E+10,2.77E+10,1.61E+10,5.09E+10,0.1328424,0.01018204,0.2400257,2.427094,2676.883,4577.995,1.710224,11.27295,5.149255,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5771.9332,65.10806,113.9397,4.36E+10,1.73E+10,3.00E+10,1.85E+10,5.32E+10,0.1346952,0.01303164,0.2574231,2.42434,2675.1,4682.225,1.750287,11.75221,5.039938,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5772.0856,65.39003,113.8698,4.34E+10,1.73E+10,2.94E+10,1.79E+10,5.25E+10,0.1418656,0.01301624,0.2537989,2.416039,2676.741,4662.078,1.741702,12.28269,5.022089,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5772.238,66.49464,113.626,4.29E+10,1.73E+10,2.75E+10,1.59E+10,5.05E+10,0.1509312,0.01331231,0.239521,2.404045,2682.494,4583.937,1.708853,11.69791,5.093493,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5772.3904,67.82947,113.8242,4.20E+10,1.72E+10,2.55E+10,1.40E+10,4.84E+10,0.1562571,0.01483747,0.2245381,2.39372,2677.835,4494.449,1.678338,11.28399,5.24043,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5772.5428,68.66149,114.7385,4.13E+10,1.69E+10,2.47E+10,1.34E+10,4.72E+10,0.1553521,0.0142772,0.2210155,2.394056,2656.537,4439.171,1.671071,10.63463,5.316182,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5772.6952,68.16707,115.5702,4.13E+10,1.67E+10,2.58E+10,1.46E+10,4.81E+10,0.1481659,0.009739617,0.2331111,2.407078,2637.377,4471.565,1.695501,9.714869,5.307605,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5772.8476,67.54338,116.2931,4.15E+10,1.67E+10,2.72E+10,1.61E+10,4.94E+10,0.135816,0.003392173,0.2454103,2.427244,2620.994,4512.695,1.721787,9.691125,5.231503,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5773,67.21149,116.6139,4.19E+10,1.67E+10,2.81E+10,1.69E+10,5.04E+10,0.1231398,0.001156977,0.2512804,2.448375,2613.753,4534.957,1.735036,10.31512,5.142008,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5773.1524,66.8805,116.8941,4.21E+10,1.67E+10,2.88E+10,1.77E+10,5.12E+10,0.1142589,0.001372686,0.2566374,2.463521,2607.499,4557.417,1.747829,10.81682,5.079822,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5773.3048,66.11552,117.1196,4.24E+10,1.67E+10,3.02E+10,1.91E+10,5.26E+10,0.1100684,0.000946552,0.2660726,2.472197,2602.469,4610.4,1.77155,10.84183,5.024284,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5773.4572,65.27418,116.5011,4.31E+10,1.69E+10,3.14E+10,2.01E+10,5.40E+10,0.1105371,0.000461265,0.2712205,2.475118,2616.341,4669.661,1.784801,10.01184,4.985285,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5773.6096,64.68339,115.0447,4.41E+10,1.74E+10,3.18E+10,2.02E+10,5.49E+10,0.1153495,0.000233625,0.268847,2.473556,2649.554,4712.259,1.778557,10.5548,4.960555,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5773.762,64.62752,113.1113,4.50E+10,1.79E+10,3.10E+10,1.90E+10,5.48E+10,0.1242852,0.000661963,0.2574495,2.465687,2694.915,4716.281,1.750248,9.665465,5.007594,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5773.9144,64.99969,111.5822,4.56E+10,1.83E+10,2.96E+10,1.74E+10,5.40E+10,0.1326469,0.001293204,0.2430703,2.45629,2731.686,4689.305,1.716704,9.576349,5.071051,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5774.0668,66.23323,110.6349,4.54E+10,1.86E+10,2.71E+10,1.47E+10,5.19E+10,0.1362853,0.00154203,0.2202282,2.451329,2755.045,4602.772,1.670776,8.700202,5.119299,,
