wellName,datasetName,Formation,MD,DTc,DTs,E_DYN,G_DYN,K_DYN,Lame_K-G,M_K-G,PhiMac,PhiMic,PR,RHOB,SSVE,SVEL,VPVS,ECGR,PEFZ,,
,,,m,us/ft,us/ft,Pa,Pa,Pa,Pa,Pa,v/v,v/v,,g/cm3,m/s,m/s,,gAPI,b/e,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5538.4564,63.10465,111.5128,4.69E+10,1.85E+10,3.32E+10,2.08E+10,5.79E+10,0.1344058,0.001547211,0.2644468,2.480043,2733.409,4830.215,1.767106,8.248585,5.148668,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5538.6088,63.24213,113.6019,4.53E+10,1.78E+10,3.36E+10,2.18E+10,5.73E+10,0.1400028,0.000478333,0.2751744,2.468045,2683.417,4819.593,1.796353,7.941179,5.163005,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5538.7612,63.09247,114.8094,4.46E+10,1.74E+10,3.44E+10,2.28E+10,5.75E+10,0.1464743,0.000428449,0.2836713,2.465499,2654.835,4831.005,1.819702,7.933208,5.100028,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5538.9136,63.10346,114.8416,4.46E+10,1.74E+10,3.44E+10,2.28E+10,5.75E+10,0.1524187,0.001467859,0.2837378,2.466705,2654.091,4830.165,1.819894,8.130616,5.067928,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5539.066,63.10939,115.0293,4.45E+10,1.73E+10,3.45E+10,2.29E+10,5.76E+10,0.1519023,0.004660123,0.2846845,2.469158,2649.766,4829.709,1.822698,8.462933,5.01735,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5539.2184,62.94019,114.4366,4.52E+10,1.76E+10,3.47E+10,2.30E+10,5.82E+10,0.1459992,0.008107195,0.2831308,2.48067,2663.569,4842.716,1.818166,8.717293,5.005253,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5539.3708,62.34638,113.203,4.65E+10,1.81E+10,3.56E+10,2.35E+10,5.97E+10,0.1397724,0.01002955,0.2823095,2.498275,2692.58,4889.033,1.815729,8.775763,4.940948,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5539.5232,61.53506,112.2937,4.75E+10,1.85E+10,3.69E+10,2.46E+10,6.16E+10,0.1349695,0.01113261,0.2854202,2.51008,2714.336,4953.476,1.824912,8.809338,4.88118,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5539.6756,60.98925,111.329,4.84E+10,1.88E+10,3.76E+10,2.51E+10,6.27E+10,0.1313868,0.01355462,0.2855842,2.510193,2737.905,4997.646,1.825375,9.097512,4.840228,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5539.828,60.9454,110.1376,4.92E+10,1.92E+10,3.72E+10,2.43E+10,6.28E+10,0.1279113,0.01640084,0.27926,2.510854,2767.53,5001.21,1.807172,9.777997,4.769543,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5539.9804,60.93045,108.1342,5.07E+10,2.00E+10,3.63E+10,2.30E+10,6.30E+10,0.1239073,0.01601776,0.2672108,2.518551,2819.112,5002.434,1.774689,11.78461,4.594668,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5540.1328,60.18442,105.9702,5.29E+10,2.10E+10,3.71E+10,2.31E+10,6.50E+10,0.1153785,0.01174186,0.2619403,2.533783,2876.495,5064.9,1.760775,14.087,4.176108,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5540.2852,59.44885,103.75,5.53E+10,2.20E+10,3.77E+10,2.30E+10,6.70E+10,0.1006641,0.005761025,0.25544,2.548654,2938.242,5127.158,1.745147,18.71349,3.73136,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5540.4376,58.59877,101.3153,5.78E+10,2.31E+10,3.83E+10,2.29E+10,6.92E+10,0.08699008,0.001329039,0.2486382,2.555508,3008.842,5201.98,1.728935,23.88353,3.547503,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5540.59,58.12217,100.0233,5.91E+10,2.38E+10,3.87E+10,2.28E+10,7.03E+10,0.08791332,0.000136797,0.2450861,2.557642,3047.308,5244.128,1.720916,25.53543,3.819503,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5540.7424,58.43763,100.3154,5.86E+10,2.36E+10,3.80E+10,2.23E+10,6.94E+10,0.1000131,0.001589233,0.2431686,2.552662,3038.474,5215.928,1.716626,22.13663,4.347287,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5540.8948,59.59131,101.9931,5.62E+10,2.26E+10,3.61E+10,2.11E+10,6.63E+10,0.1138198,0.003407368,0.2408635,2.533653,2988.81,5115.78,1.711599,15.54932,4.842801,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5541.0472,61.34911,104.6368,5.25E+10,2.12E+10,3.34E+10,1.93E+10,6.17E+10,0.1264563,0.00347832,0.2381024,2.498845,2913.489,4969.413,1.705628,11.59366,5.145228,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5541.1996,62.56777,108.6008,4.86E+10,1.94E+10,3.26E+10,1.96E+10,5.85E+10,0.1362438,0.001309912,0.2510532,2.464864,2807.924,4871.688,1.73557,9.329724,5.246202,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5541.352,63.39349,111.2548,4.63E+10,1.84E+10,3.21E+10,1.99E+10,5.66E+10,0.141948,5.73E-06,0.2596162,2.448683,2739.725,4808.293,1.755011,9.09663,5.197864,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5541.5044,62.89296,111.6123,4.62E+10,1.82E+10,3.32E+10,2.10E+10,5.75E+10,0.1451488,5.90E-06,0.2672591,2.446775,2730.883,4847.014,1.774871,8.751225,5.066628,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5541.6568,62.38199,110.6703,4.70E+10,1.85E+10,3.36E+10,2.13E+10,5.84E+10,0.1475738,3.61E-06,0.2670417,2.444464,2754.253,4886.042,1.774102,8.837064,4.987441,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5541.8092,62.8065,108.2018,4.82E+10,1.93E+10,3.16E+10,1.87E+10,5.74E+10,0.149852,2.66E-06,0.245296,2.436848,2817.561,4853.102,1.72293,8.178414,5.01313,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5541.9616,63.66434,107.0285,4.83E+10,1.97E+10,2.94E+10,1.63E+10,5.57E+10,0.1531961,1.68E-05,0.2261486,2.428514,2847.86,4787.942,1.681231,7.918671,5.14326,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5542.114,64.3705,110.3308,4.60E+10,1.85E+10,2.96E+10,1.73E+10,5.43E+10,0.1566435,0.00444107,0.2409948,2.42317,2764.302,4735.142,1.713873,7.631511,5.280399,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5542.2664,64.67738,113.073,4.42E+10,1.76E+10,3.03E+10,1.86E+10,5.37E+10,0.1584887,0.01083323,0.2568532,2.419069,2695.629,4712.633,1.748258,7.855299,5.399609,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5542.4188,64.83029,114.1123,4.35E+10,1.72E+10,3.04E+10,1.89E+10,5.34E+10,0.1599696,0.01426693,0.2616581,2.416705,2671.137,4701.509,1.760162,8.006072,5.451615,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5542.5712,65.08546,114.7578,4.30E+10,1.70E+10,3.02E+10,1.89E+10,5.29E+10,0.1619281,0.01496961,0.2628984,2.411757,2656.03,4683.109,1.763196,8.404445,5.531385,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5542.7236,65.72602,114.6854,4.27E+10,1.70E+10,2.91E+10,1.78E+10,5.18E+10,0.1617094,0.01575823,0.2553976,2.408105,2657.708,4637.62,1.744984,8.015998,5.554983,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5542.876,66.15536,115.7943,4.20E+10,1.67E+10,2.89E+10,1.78E+10,5.12E+10,0.1598496,0.01524275,0.2575935,2.411006,2632.467,4607.34,1.750326,7.744287,5.515529,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5543.0284,66.39229,116.6734,4.16E+10,1.65E+10,2.90E+10,1.80E+10,5.10E+10,0.1598621,0.01280113,0.2605551,2.420068,2612.421,4590.921,1.757344,7.352379,5.397568,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5543.1808,66.21304,116.4826,4.19E+10,1.66E+10,2.93E+10,1.82E+10,5.15E+10,0.1619378,0.009193555,0.2613097,2.428292,2616.706,4603.403,1.75923,7.945879,5.28518,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5543.3332,65.3707,116.4054,4.23E+10,1.66E+10,3.06E+10,1.95E+10,5.28E+10,0.1646997,0.005089642,0.2696075,2.427195,2618.436,4662.939,1.780818,8.131461,5.254748,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5543.4856,64.95503,115.8325,4.26E+10,1.68E+10,3.09E+10,1.98E+10,5.33E+10,0.1677839,0.003612754,0.2706088,2.419628,2631.441,4692.479,1.783276,8.583791,5.280088,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5543.638,65.29002,115.1975,4.27E+10,1.69E+10,3.01E+10,1.88E+10,5.26E+10,0.1667601,0.005747652,0.2633454,2.414132,2645.896,4668.479,1.764435,8.353475,5.32834,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5543.7904,66.14207,116.1225,4.20E+10,1.67E+10,2.92E+10,1.80E+10,5.14E+10,0.1596844,0.007866277,0.259884,2.419177,2624.976,4608.564,1.755656,7.967358,5.337163,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5543.9428,66.40819,117.1604,4.17E+10,1.65E+10,2.94E+10,1.84E+10,5.14E+10,0.1493935,0.008364867,0.2632959,2.440078,2601.57,4589.824,1.764266,7.56566,5.266136,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5544.0952,64.97571,116.9019,4.29E+10,1.68E+10,3.21E+10,2.08E+10,5.45E+10,0.1392338,0.007442399,0.2763441,2.472526,2607.342,4692.335,1.799582,8.083641,5.106597,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5544.2476,63.02925,115.0249,4.51E+10,1.75E+10,3.51E+10,2.34E+10,5.84E+10,0.1328092,0.003694462,0.2854578,2.497593,2650.211,4836.737,1.824996,8.779917,4.974539,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5544.4,61.64914,111.8025,4.77E+10,1.86E+10,3.64E+10,2.40E+10,6.12E+10,0.132648,0.000940558,0.2814389,2.501706,2726.938,4944.509,1.813415,8.366027,4.917854,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5544.5524,61.07344,108.4092,4.99E+10,1.97E+10,3.58E+10,2.26E+10,6.20E+10,0.1352496,0.000336579,0.267228,2.490783,2812.178,4990.725,1.775031,7.420621,4.965686,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5544.7048,61.58226,107.2468,5.03E+10,2.01E+10,3.41E+10,2.07E+10,6.09E+10,0.1351217,0.000505901,0.2540073,2.484515,2842.052,4949.809,1.741613,6.929913,5.032306,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5544.8572,61.4301,107.3997,5.05E+10,2.01E+10,3.47E+10,2.13E+10,6.15E+10,0.1300427,0.001332879,0.2568129,2.495848,2837.996,4962.068,1.748441,7.310823,5.090678,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5545.0096,60.56837,108.0803,5.09E+10,2.00E+10,3.71E+10,2.37E+10,6.38E+10,0.1212604,0.001613886,0.270914,2.520005,2820.21,5032.52,1.784561,7.302464,5.12816,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5545.162,59.81755,107.2689,5.23E+10,2.05E+10,3.86E+10,2.49E+10,6.60E+10,0.112903,0.001304721,0.2743026,2.54103,2841.77,5095.69,1.793221,7.623823,5.200684,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5545.3144,59.73898,105.1739,5.41E+10,2.14E+10,3.78E+10,2.36E+10,6.64E+10,0.1065182,0.002990841,0.2616125,2.551368,2898.301,5102.257,1.760634,7.422974,5.243836,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5545.4668,59.70158,104.2636,5.49E+10,2.19E+10,3.75E+10,2.30E+10,6.67E+10,0.1017941,0.006558672,0.2560873,2.557651,2923.362,5105.44,1.746425,7.689594,5.177796,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5545.6192,59.37646,104.1903,5.53E+10,2.19E+10,3.83E+10,2.37E+10,6.76E+10,0.09851073,0.009794137,0.2595075,2.563891,2925.417,5133.377,1.75475,7.635427,5.021248,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5545.7716,59.55668,103.8658,5.56E+10,2.21E+10,3.78E+10,2.31E+10,6.74E+10,0.09558605,0.01162678,0.2550136,2.571784,2934.575,5117.914,1.744036,7.985201,4.864516,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5545.924,59.40923,103.426,5.61E+10,2.24E+10,3.80E+10,2.31E+10,6.78E+10,0.09353421,0.01179766,0.2537769,2.577364,2947.043,5130.665,1.740942,8.300167,4.828289,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5546.0764,59.10115,102.7943,5.71E+10,2.28E+10,3.85E+10,2.33E+10,6.89E+10,0.09073823,0.01245065,0.2530801,2.58908,2965.193,5157.263,1.739291,8.413271,4.813056,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5546.2288,58.64753,101.7631,5.86E+10,2.34E+10,3.92E+10,2.36E+10,7.04E+10,0.08465347,0.01387291,0.2513429,2.607417,2995.292,5197.379,1.735176,9.012094,4.846192,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5546.3812,56.72776,100.3598,6.14E+10,2.43E+10,4.37E+10,2.75E+10,7.60E+10,0.07516075,0.01424385,0.2650602,2.628837,3037.255,5376.187,1.769856,10.67095,4.845094,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5546.5336,55.06775,98.48827,6.46E+10,2.54E+10,4.73E+10,3.04E+10,8.11E+10,0.06405916,0.01252744,0.272564,2.647228,3095.125,5535.308,1.788453,12.82015,4.858464,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5546.686,54.38589,95.44416,6.85E+10,2.72E+10,4.74E+10,2.93E+10,8.37E+10,0.05352157,0.01048354,0.259195,2.664455,3194.681,5604.545,1.754814,14.39723,4.784824,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5546.8384,53.55914,93.17577,7.18E+10,2.86E+10,4.85E+10,2.94E+10,8.67E+10,0.04948284,0.01016876,0.2532714,2.674924,3271.366,5691.401,1.73973,15.48755,4.719496,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5546.9908,53.58709,93.4817,7.14E+10,2.84E+10,4.86E+10,2.97E+10,8.66E+10,0.05363429,0.01110994,0.2552868,2.674831,3260.711,5688.247,1.744481,15.87243,4.559486,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5547.1432,54.47592,94.17187,6.95E+10,2.78E+10,4.61E+10,2.75E+10,8.32E+10,0.06241063,0.01156694,0.2484701,2.655864,3236.638,5595.566,1.728809,16.5519,4.357191,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5547.2956,55.49713,94.06248,6.80E+10,2.76E+10,4.25E+10,2.41E+10,7.93E+10,0.07240971,0.009401516,0.2328314,2.627947,3240.416,5492.678,1.695087,20.66146,4.033531,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5547.448,56.50348,95.87801,6.48E+10,2.63E+10,4.06E+10,2.30E+10,7.56E+10,0.0804209,0.004622709,0.2337075,2.597675,3180.02,5394.747,1.696722,26.78303,3.856005,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5547.6004,57.59025,98.01423,6.15E+10,2.49E+10,3.89E+10,2.23E+10,7.20E+10,0.08774662,0.00115662,0.2363624,2.570609,3109.87,5293.108,1.701993,29.26651,3.951479,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5547.7528,58.01122,99.70425,5.92E+10,2.38E+10,3.86E+10,2.27E+10,7.03E+10,0.0970559,0.000149535,0.243868,2.546923,3057.355,5254.163,1.718729,26.08675,4.3396,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5547.9052,59.0941,101.9712,5.64E+10,2.26E+10,3.72E+10,2.21E+10,6.74E+10,0.1090175,5.09E-05,0.2471853,2.529885,2989.496,5159.295,1.72571,19.52274,4.706932,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5548.0576,60.07431,103.2606,5.45E+10,2.19E+10,3.55E+10,2.09E+10,6.47E+10,0.1233053,0.000267774,0.244187,2.512772,2951.768,5073.737,1.718881,15.44837,4.975374,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5548.21,61.68149,105.0128,5.17E+10,2.09E+10,3.28E+10,1.88E+10,6.06E+10,0.1411134,0.000797073,0.2366363,2.479211,2902.975,4943.68,1.702792,12.05751,5.229794,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5548.3624,64.77121,109.6837,4.63E+10,1.88E+10,2.88E+10,1.63E+10,5.39E+10,0.1598072,0.001737049,0.2322457,2.427364,2781.052,4709.106,1.693344,9.699164,5.55016,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5548.5148,67.749,115.9073,4.09E+10,1.65E+10,2.62E+10,1.52E+10,4.82E+10,0.1757123,0.002954264,0.240281,2.379379,2631.629,4500.644,1.710577,8.615085,5.767096,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5548.6672,69.97392,122.0532,3.70E+10,1.47E+10,2.51E+10,1.53E+10,4.48E+10,0.1868098,0.004492791,0.2548723,2.359302,2498.779,4356.721,1.744009,8.153799,5.756389,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5548.8196,70.52735,125.7395,3.54E+10,1.39E+10,2.57E+10,1.64E+10,4.43E+10,0.1904526,0.006939463,0.270317,2.370587,2424.205,4321.786,1.782914,7.474439,5.581253,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5548.972,68.71923,125.4582,3.64E+10,1.42E+10,2.84E+10,1.89E+10,4.72E+10,0.1864491,0.004428165,0.2856154,2.397213,2429.635,4437.24,1.826125,7.354273,5.411711,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5549.1244,66.8736,121.4604,3.90E+10,1.52E+10,2.98E+10,1.97E+10,5.01E+10,0.1798777,0.000887893,0.2821375,2.412626,2510.716,4558.175,1.816054,7.183613,5.42178,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5549.2768,66.70449,118.7506,4.02E+10,1.58E+10,2.91E+10,1.85E+10,5.02E+10,0.1752142,0.000331717,0.2694543,2.404642,2566.742,4569.482,1.780297,8.29278,5.588763,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5549.4292,67.97359,118.3099,3.96E+10,1.58E+10,2.68E+10,1.63E+10,4.79E+10,0.1733705,0.000154051,0.2533917,2.380504,2576.288,4484.865,1.740855,8.154614,5.852439,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5549.5816,69.16487,119.6506,3.83E+10,1.53E+10,2.54E+10,1.52E+10,4.58E+10,0.1729278,4.64E-05,0.249009,2.358954,2547.698,4406.987,1.729885,8.699508,6.062709,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5549.734,69.24127,122.7066,3.68E+10,1.45E+10,2.62E+10,1.66E+10,4.56E+10,0.171853,0.000969294,0.2659706,2.353984,2484.455,4402.038,1.772248,8.439915,6.10593,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5549.8864,68.80165,124.3159,3.63E+10,1.42E+10,2.74E+10,1.79E+10,4.63E+10,0.1717117,0.003522629,0.2792099,2.360542,2451.82,4430.175,1.8069,8.693247,6.029179,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5550.0388,68.4853,123.7164,3.68E+10,1.44E+10,2.77E+10,1.82E+10,4.69E+10,0.1733291,0.006200691,0.2790646,2.36836,2463.76,4450.602,1.806457,8.175725,5.899244,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5550.1912,68.81549,123.5736,3.69E+10,1.45E+10,2.74E+10,1.77E+10,4.66E+10,0.1751471,0.006534157,0.2752411,2.376933,2466.564,4429.357,1.795748,8.691921,5.728261,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5550.3436,69.30664,124.305,3.67E+10,1.44E+10,2.71E+10,1.75E+10,4.64E+10,0.1755683,0.002596488,0.2744499,2.396976,2452.057,4397.87,1.793548,9.093451,5.341465,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5550.496,69.18556,124.7018,3.71E+10,1.45E+10,2.78E+10,1.81E+10,4.72E+10,0.1720582,1.77E-05,0.2776403,2.429539,2444.231,4405.587,1.802446,11.3528,4.753952,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5550.6484,68.95024,122.3818,3.87E+10,1.53E+10,2.77E+10,1.75E+10,4.81E+10,0.1637428,6.52E-05,0.2670574,2.459967,2491.247,4420.581,1.774912,15.60841,4.177116,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5550.8008,67.83279,115.7199,4.28E+10,1.73E+10,2.71E+10,1.56E+10,5.02E+10,0.1503231,0.000265356,0.2369806,2.48347,2637.407,4494.237,1.705429,17.86775,3.849349,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5550.9532,65.22623,109.1834,4.77E+10,1.95E+10,2.87E+10,1.57E+10,5.47E+10,0.1321128,0.001447596,0.2225471,2.50152,2793.091,4675.592,1.673953,18.12561,3.925247,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5551.1056,62.18137,106.2043,5.14E+10,2.07E+10,3.30E+10,1.91E+10,6.06E+10,0.111976,0.005774309,0.2389375,2.518453,2870.073,4904.539,1.70866,15.64235,4.333717,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5551.258,59.62167,104.7946,5.42E+10,2.15E+10,3.78E+10,2.35E+10,6.64E+10,0.09885678,0.008731884,0.2605954,2.538536,2908.67,5114.019,1.75806,13.61529,4.812688,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5551.4104,58.44396,104.7179,5.54E+10,2.17E+10,4.08E+10,2.63E+10,6.98E+10,0.0954812,0.008507046,0.2737268,2.565361,2910.729,5215.308,1.791809,11.76386,5.081735,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5551.5628,58.60328,105.0368,5.55E+10,2.18E+10,4.09E+10,2.64E+10,6.99E+10,0.09886604,0.009233169,0.2739817,2.585403,2901.842,5201.191,1.79238,10.28397,5.095279,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5551.7152,59.49524,105.1003,5.47E+10,2.16E+10,3.87E+10,2.43E+10,6.75E+10,0.107632,0.01315777,0.2641538,2.570479,2900.089,5123.557,1.766677,10.36003,5.144938,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5551.8676,61.57806,107.3737,5.10E+10,2.03E+10,3.47E+10,2.12E+10,6.18E+10,0.1209779,0.01916577,0.2549977,2.517751,2839.561,4952.292,1.743887,10.30374,5.313404,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5552.02,65.01222,110.2998,4.63E+10,1.88E+10,2.92E+10,1.66E+10,5.42E+10,0.1380599,0.01746783,0.2334997,2.456659,2763.667,4692.54,1.697597,9.435581,5.502384,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5552.1724,68.56171,113.9121,4.21E+10,1.73E+10,2.47E+10,1.32E+10,4.78E+10,0.1532174,0.009589073,0.2160242,2.414196,2676.815,4448.132,1.661601,8.321929,5.556234,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5552.3248,70.53392,118.7441,3.87E+10,1.58E+10,2.37E+10,1.31E+10,4.47E+10,0.162264,0.003700641,0.2268919,2.394165,2567.994,4321.548,1.68334,7.40129,5.533396,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5552.4772,70.12634,121.8233,3.75E+10,1.50E+10,2.52E+10,1.53E+10,4.52E+10,0.1651225,0.002188521,0.2518023,2.392859,2502.097,4346.903,1.737503,6.972803,5.511125,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5552.6296,69.24178,123.0692,3.74E+10,1.48E+10,2.69E+10,1.71E+10,4.66E+10,0.1625438,0.004603033,0.2683536,2.405555,2476.692,4402.015,1.777425,7.138424,5.517511,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5552.782,68.64923,123.6156,3.77E+10,1.48E+10,2.82E+10,1.83E+10,4.78E+10,0.1602867,0.01182475,0.2769948,2.426926,2465.711,4440.073,1.800738,7.970594,5.452742,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5552.9344,68.1917,123.6844,3.81E+10,1.49E+10,2.91E+10,1.92E+10,4.89E+10,0.1582773,0.01834801,0.2816359,2.447567,2464.336,4469.771,1.813782,8.827978,5.286357,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5553.0868,68.41499,122.9096,3.86E+10,1.51E+10,2.87E+10,1.86E+10,4.88E+10,0.1557,0.01905707,0.2754207,2.460362,2479.94,4455.247,1.796603,9.850957,5.028473,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5553.2392,68.82645,120.557,3.95E+10,1.57E+10,2.72E+10,1.68E+10,4.82E+10,0.1552256,0.01476047,0.2578733,2.457282,2528.678,4428.547,1.75166,10.08613,4.818706,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5553.3916,69.21033,119.0656,3.98E+10,1.60E+10,2.60E+10,1.53E+10,4.73E+10,0.1577474,0.008249324,0.2448157,2.436507,2559.938,4404.016,1.72037,10.60872,4.752803,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5553.544,69.43723,118.6735,3.94E+10,1.59E+10,2.52E+10,1.46E+10,4.64E+10,0.1649771,0.002893817,0.2397011,2.407763,2568.4,4389.577,1.709078,10.28605,4.81819,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5553.6964,69.12701,118.492,3.93E+10,1.58E+10,2.54E+10,1.48E+10,4.65E+10,0.174684,0.000539004,0.2420073,2.390226,2572.326,4409.35,1.71415,10.5966,4.876885,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5553.8488,69.14767,119.7735,3.86E+10,1.55E+10,2.57E+10,1.54E+10,4.63E+10,0.18135,0.000417582,0.2499596,2.385292,2545.017,4408.006,1.732108,9.704914,4.927989,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5554.0012,69.23224,121.6235,3.77E+10,1.50E+10,2.62E+10,1.63E+10,4.62E+10,0.1825432,0.001892932,0.2602245,2.383157,2506.199,4402.582,1.756766,9.823633,4.976802,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5554.1536,69.00956,123.0172,3.71E+10,1.46E+10,2.69E+10,1.72E+10,4.64E+10,0.1806651,0.006573345,0.270333,2.379361,2477.766,4416.793,1.782632,9.533182,5.042241,,
2-ANP-2A-RJS,LQC_ParamElast,Barra Velha,5554.306,68.6835,123.2895,3.70E+10,1.45E+10,2.74E+10,1.78E+10,4.68E+10,0.1788225,0.01187051,0.2749942,2.37674,2472.238,4437.782,1.795043,10.05002,5.093734,,
